input	target
toimenpidevapaa	toimen + pidevapaa
koodissa	koodi + ssa
Fia	Fia
ominaispiirteiltään	ominais + piirteiltään
Sandvik	Sandvik
loppuosa	loppu + osa
tämmöstä	tämmö + stä
velloo	vello + o
työryhmiä	työ + ryhmiä
hajota	hajota
ilmakuljetusta	ilma + kuljetusta
keuhkoissani	keuhko + issani
krampin	kramp + in
kuumeisesti	kuumeisesti
myönnettiin	myön + nettiin
meikattuna	meika + ttuna
pitkäikäisintä	pitkä + ikäisintä
tietoinen	tietoinen
Syrdarjan	Syrdarja + n
markkinatilanne	markkina + tilanne
excu-	excu + -
lohduttavaksi	lohduttava + ksi
nostamista	nostami + sta
Bangladeshin	Bangladesh + in
uumenista	uumen + ista
Dundeeta	Dundee + ta
tuijotuksen	tuijotu + ksen
huoletta	huol + etta
Ariobarzaneksen	Ariobarzane + ksen
kuntaliitosten	kunta + liitosten
lausunut	lausu + nut
ympäristönsuojelun	ympäristön + suojelun
ajastin	ajastin
joulukuun	joulukuu + n
pakolaisia	pakolai + sia
mantraa	mantra + a
Rion	Rio + n
elämässä	elämä + ssä
1/3	1/3
sovellettuina	sovel + lettuina
ylitti	ylitt + i
Italian	Italia + n
1956–1970	1956–1970
nyrkkeilijä	nyrkkeilijä
säilyi	säily + i
ryöväriä	ryöväri + ä
jäseniltä	jäsen + iltä
rekisteröintimaa	rekisteröinti + maa
näytelmä	näytelmä
jälkeenkin	jälkeen + kin
avaaminen	avaaminen
D19	D19
äkillisestä	äkilli + sestä
kertomuksen	kertomu + ksen
tuskailla	tuskailla
naistenpäivää	naisten + päivää
pelottava	pelottava
luin	lu + in
lakivaliokunnassa	laki + valiokunnassa
pelikonsolilla	peli + konsolilla
syöty	syö + ty
porttikonkeihin	portti + konkeihin
tukholmalaisseuroja	tukholmalais + seuroja
suojaamia	suoja + amia
muutamia	muutam + ia
huippulukemasta	huippu + lukemasta
Rinnevaara	Rinnevaara
punasipulikausi	puna + sipulikausi
näytä	näyt + ä
peittoperennat	peitto + perennat
paikallasi	paik + allasi
vuoteessa	vuo + teessa
Port-au-Princestä	Port-au-Prince + stä
Journalissa	Journal + issa
vastarintaan	vasta + rintaan
välittömässä	välit + tömässä
yhtä	yhtä
logistiikkapalvelujen	logistiikka + palvelujen
vallattu	valla + ttu
ohjaajaa	ohjaaja + a
luultavammin	luultava + mmin
asfalttiin	asfaltti + in
aloittaisivatkin	aloitta + isivatkin
aikaisemmin	aikaisemmin
papereitaan	paper + eitaan
optisia	opti + sia
laulaja-kitaristi-biisintekijä	laulaja + -kitaristi-biisintekijä
vakuutuskustannukset	vakuutus + kustannukset
suorakaide	suora + kaide
mielentilassa	mielen + tilassa
suunnitelluista	suunnitell + uista
strateginen	strateginen
Bikbokilta	Bikbok + ilta
Ignatius	Ignatius
tosissamme	tosi + ssamme
pidennys	pidennys
puoli	puoli
elinympäristöön	elin + ympäristöön
luento-olosuhteissa	luento + -olosuhteissa
vähemmistöllä	vähemmistö + llä
kuninkaallisen	kuninkaalli + sen
kirjasi	kirja + si
taulukko	taulukko
uhannut	uha + nnut
käräjille	käräj + ille
ed2k	ed2k
11-kertainen	11 + -kertainen
muuntelu	muuntelu
ohjelmisto-	ohjelmisto + -
tulisit	tul + isit
ikävuoteen	ikä + vuoteen
älypuhelinmarkkinoilla	äly + puhelinmarkkinoilla
korkeimpaan	korke + impaan
hukassa	hukassa
värvätty	värvä + tty
kahdenkeskisiä	kahdenkeski + siä
jäänteitä	jään + teitä
vahinkokuvista	vahinko + kuvista
kannasta	kan + nasta
omenaiset	omenai + set
naaraat	naara + at
Václav	Václav
muutostöitä	muutos + töitä
khosroidien	khosroidi + en
tunnistetaan	tunnist + etaan
pusun	pusu + n
savutusöljyä	savutus + öljyä
assume	assume
vedenpinnan	veden + pinnan
asetuksia	asetu + ksia
huhuista	huhu + ista
Mikon	Mik + on
huomioista	huomio + ista
suunnitelmat	suunnitelma + t
mallista	malli + sta
pelaamassaan	pela + amassaan
jonottaa	jonottaa
Management	Management
palattiin	pala + ttiin
jauhat	jauha + t
vallasta	val + lasta
rennompi	ren + nompi
kulttuurien	kulttuuri + en
johtajaa	johtaja + a
tutkijakollegiumia	tutkija + kollegiumia
langennut	langennut
tarkoittavat	tarkoitta + vat
kokeilemaan	kokeil + emaan
40–49-vuotiailla	40 + –49-vuotiailla
määrätietoisesti	määrä + tietoisesti
tavallisesti	tavallisesti
tulvapyrskähdyksen	tulva + pyrskähdyksen
auditorion	auditorio + n
rivin	rivi + n
liitetty	liit + etty
avaruusarkin	avaruus + arkin
kiinnostivat	kiinnost + ivat
vasemmistolaisiksi	vasemmistolai + siksi
Novo	Novo
etuuksien	etuu + ksien
ministerineuvostolle	ministeri + neuvostolle
löytyvä	löyty + vä
1800	1800
sukeltajalle	sukeltaja + lle
käyny	käy + ny
Tapanilan	Tapanila + n
massasta	massa + sta
talvi	talvi
läsnäolollaan	läsnä + olollaan
ulkomaalaisten	ulko + maalaisten
206.	206.
toteutetun	toteut + etun
ruhtinaskuntaa	ruhtinas + kuntaa
lykätyksi	lykä + tyksi
opintopisteensä	opinto + pisteensä
olut	ol + ut
tssihhhh	tssihhhh
Kakhetissa	Kakhet + issa
loistettaan	loiste + ttaan
tapauksia	tapau + ksia
kasvihuone	kasvi + huone
parjattuihin	parja + ttuihin
partiomatkan	partio + matkan
työkiistatilanteen	työ + kiistatilanteen
idiootti	idiootti
valtavasti	valtavasti
harmonian	harmonia + n
sijaitsi	sijai + tsi
suojatiellä	suoja + tiellä
kokijaryhmiä	kokija + ryhmiä
kerhosta	kerho + sta
valtataisteluun	valta + taisteluun
18.00	18.00
visualisointeja	visualisoint + eja
tiivistyy	tiivisty + y
kuvaavia	kuva + avia
edellyttää	edellyttää
mielestänne	miel + estänne
runsaalla	runsa + alla
tuplana	tupla + na
kunnioittamaan	kunnioitta + maan
Pythonille	Python + ille
seurajohto	seura + johto
taitaa	taitaa
sukutaulua	suku + taulua
huutaessa	huuta + essa
ainekset	aine + kset
Fredrik	Fredrik
kylmän	kylmä + n
yksilöä	yksilö + ä
rouvat	rouva + t
valopisteitä	valo + pisteitä
rangaistuspotkuihin	rangaistus + potkuihin
hyvästä	hyvä + stä
todetaan	todeta + an
odottaa	odottaa
alkaisi	alka + isi
lauseista	lause + ista
siedä	sie + dä
kannatuksensa	kannatu + ksensa
syöskyy	syö + skyy
hylättiin	hylä + ttiin
Egyptiin	Egypti + in
tunnu	tun + nu
myyjät	myyjä + t
kuvankaunis	kuvan + kaunis
Vähää-Aasiaa	Vähä + ä-Aasiaa
sääntöjä	sääntö + jä
mainittakoon	maini + ttakoon
päätöksiä	päätö + ksiä
kasvihuonepäästöt	kasvi + huonepäästöt
glitterkenkien	glitter + kenkien
normit	normi + t
da	da
säädettyä	sää + dettyä
yksinäisyyden	yksinäisyy + den
tippui	tippu + i
kerätyillä	kerä + tyillä
seurakunnasta	seura + kunnasta
huomiolle	huomio + lle
maalauksineen	maalau + ksineen
minuttia	minu + ttia
Molla-lehmä	Molla + -lehmä
prosentissa	prosent + issa
nauhattomat	nauhat + tomat
kuinkakohan	kuinka + kohan
pallokalalaji	pallo + kalalaji
DeMille	DeMille
vaikenen	vai + kenen
moottoripyöräkerho	moottori + pyöräkerho
värisemään	väris + emään
gallupien	gallup + ien
taloustieteen	talous + tieteen
Jean-Claude	Jean-Claude
johdosta	joh + dosta
karjaa	karja + a
Hiitolassa	Hiitola + ssa
demokratiaksi	demokratia + ksi
keskuudessa	keskuudessa
harpunsoittoa	harp + unsoittoa
luovutaan	luo + vutaan
Pää-khosroidihaara	Pää + -khosroidihaara
biisinkirjoittajia	biisi + nkirjoittajia
Rancho	Rancho
vuosia	vuosi + a
onnettomuuteen	onnettomuu + teen
tuomaankaan	tuo + maankaan
helposti	helposti
kielteistä	kieltei + stä
intuitiivisesti	intuitiivisesti
leivottiin	lei + vottiin
Helsinki	Helsinki
tervehtinyt	tervehti + nyt
osallistumasta	osallistu + masta
hallitsemattomalta	hallitsemat + tomalta
puuhia	puuh + ia
seinien	sein + ien
vilkuillen	vilkuill + en
puuhaavat	puuha + avat
kertojasta	kertoja + sta
alkunsa	alku + nsa
ylläpitopäällikkö	ylläpito + päällikkö
seokseen	seo + kseen
avaruuskukkia	avaruus + kukkia
luvassa	lu + vassa
pantavaksi	pan + tavaksi
Almost-yhtyeeseen	Almost + -yhtyeeseen
alkamisen	alkami + sen
pyrkimyksemme	pyrkimy + ksemme
Kagrra,n	Kagrra,n
kovempaa	kov + empaa
asevoimien	ase + voimien
suojelu	suojelu
välinevarastoon	väline + varastoon
luottoja	luotto + ja
nelisylinterinen	neli + sylinterinen
apulainen	apulainen
nopea	nopea
kuuma	kuuma
vilkuttamassa	vilkutta + massa
rankaisemiseksi	rankaisemi + seksi
Kappadokian	Kappadokia + n
Ball	Ball
d4.	d4.
keskikesän	keski + kesän
sähköpostissa	sähkö + postissa
bussikyydillä	bussi + kyydillä
toukokuuta	toukokuu + ta
Victorian	Victoria + n
Cao	Cao
hakijoita	hakij + oita
KY-Hunks	KY-Hunks
BBC:n	BBC + :n
itäosan	itä + osan
teurastamoon	teurastamo + on
2000-luvulla	2000 + -luvulla
sukanvarressa	sukan + varressa
tarkoitukseen	tarkoitu + kseen
tulevaa	tuleva + a
siunauksen	siunau + ksen
puhdistusaineita	puhdistus + aineita
kavereitani	kaver + eitani
Santahaminaan	Santahamina + an
puisissa	pui + sissa
keittiössäni	keittiö + ssäni
hinnalla	hin + nalla
lakkautus	lakkautus
alkuperäisestä	alku + peräisestä
Gemini-12	Gemini + -12
ennenkin	ennenkin
pikkusisarukset	pikku + sisarukset
joistakin	jo + istakin
kansalaisia	kansalai + sia
tietokoneella	tieto + koneella
silmään	silmä + än
raiteiden	rai + teiden
kulttuuri-identiteetti	kulttuuri + -identiteetti
vastaisiin	vastai + siin
Suomenlahden	Suomenlah + den
kertoko	kerto + ko
jäsenvaltioissakin	jäsen + valtioissakin
asioissa	asi + oissa
Sudanin	Sudan + in
joukkueessa	joukkue + essa
pinta-ala	pinta + -ala
vuosikymmeniä	vuosi + kymmeniä
ääntä	ään + tä
kulmapotkutilanteista	kulma + potkutilanteista
kurssilla	kurssi + lla
säilyttämään	säilyttä + mään
juomien	juom + ien
korjataan	korjata + an
laukkailee	laukkail + ee
kummisetä	kummi + setä
kosteahkossa	kosteahko + ssa
ympäristöönsä	ympäristö + önsä
ylläpitää	ylläpitää
antaen	anta + en
nuorenmiehen	nuor + enmiehen
Beni	Beni
taloudelliseen	taloudelli + seen
Laitila	Laitila
tosissaan	tosissaan
animaatiosarjoista	animaatio + sarjoista
puutteita	puut + teita
vangiksi	van + giksi
kohdemaan	kohde + maan
Lars	Lars
valintamme	valinta + mme
aloiteoikeuden	aloite + oikeuden
sumuinen	sumuinen
elokuun	elokuu + n
savusaunan	savu + saunan
Zidane	Zidane
henkilöiden	henkilö + iden
morphing	morphing
paljastuu	paljastu + u
talouskehitystä	talous + kehitystä
yksityistämiseen	yksityistämi + seen
alikulkusillankin	ali + kulkusillankin
tutkimuksen	tutkimu + ksen
nestemäistä	nestemäi + stä
talousjärjestelmiin	talous + järjestelmiin
ulkopuolelta	ulko + puolelta
György	György
tilasin	tila + sin
horisontaalikehitys	horisontaali + kehitys
keksisi	keksi + si
tuotu	tuo + tu
tupakka	tupakka
vapaa-ajanviettoon	vapaa + -ajanviettoon
Livingstone	Livingstone
keuhkoihin	keuhko + ihin
eläinlääkintäkomitean	eläin + lääkintäkomitean
luokan	luok + an
assosiaatiosopimuksella	assosiaatio + sopimuksella
uusjako	uusjako
sepposen	sepposen
poissuljettua	pois + suljettua
kaatua	kaatua
tämänkaltaiset	tämän + kaltaiset
havupuun	havu + puun
valituksensa	valitu + ksensa
tarjontaan	tarjonta + an
saataisiin	saa + taisiin
toimintaan	toiminta + an
pahaenteiseltä	paha + enteiseltä
Kappadokiasta	Kappadokia + sta
koskevassa	koske + vassa
tahi	tahi
lastaan	la + staan
aloista	al + oista
alueekseen	alue + ekseen
osoittivat	osoitt + ivat
evakuoitu	evakuoi + tu
liittyvästä	liitty + västä
keplottelemassa	keplot + telemassa
T.	T.
yhdistettiin	yhdist + ettiin
varpushaukalle	varpus + haukalle
valmistelemme	valmistel + emme
johdotusdiagrammi	johdotus + diagrammi
täyden	täy + den
ydinvoima-	ydin + voima-
hepreaksi	heprea + ksi
5.Kf2	5.Kf2
osaamme	osa + amme
kutsumaan	kutsu + maan
tiedostettava	tiedost + ettava
kastikkeella	kastik + keella
Straußin	Strauß + in
mustasukkaisia	musta + sukkaisia
Silva	Silva
turvallisuusjoukkojen	turvallisuus + joukkojen
sovellettavat	sovel + lettavat
tunnearvoa	tunne + arvoa
piilotettuna	piilot + ettuna
jutun	jut + un
tuijotin	tuijot + in
vilistävät	vilistä + vät
kauempaa	kauempaa
puuttuvaa	puuttu + vaa
takavarikoidut	takavarikoi + dut
Tahvanainen	Tahvanainen
ympärilleen	ympärille + en
rakennuksissa	rakennu + ksissa
kolmanneksina	kolmanne + ksina
todellisuutta	todellisuu + tta
mikä	mikä
86/289/ETY	86/289/ETY
tuleviin	tul + eviin
osoitetaan	osoit + etaan
kaatumiseen	kaatumi + seen
esiintyminen	esiintyminen
ryhdy	ryh + dy
yhdysvaltalaisten	yhdysvaltalai + sten
selälleen	sel + älleen
kohtuullisin	kohtuulli + sin
käytökseen	käytö + kseen
geeneihin	geen + eihin
laatima	laati + ma
napakasti	napakasti
rupattelemaan	rupat + telemaan
kellanharmaa	kellan + harmaa
siivoojien	siivooj + ien
tiedemiehiksi	tiede + miehiksi
säteili	säteil + i
ongelmiin	ongelm + iin
oikeusministeriön	oikeus + ministeriön
vaivatonta	vaivaton + ta
läheni	lähe + ni
sivuston	sivusto + n
ikävään	ikävä + än
Ålandsbanken	Ålandsbanken
hankkimansa	hankki + mansa
suuntasi	suun + tasi
kiipeillä	kiipeillä
Jun	Jun
lyhytnäköistä	lyhyt + näköistä
kuljetuserien	kuljetus + erien
ehdin	eh + din
liottamalla	liotta + malla
yritän	yrit + än
Äetsa	Äets + a
kyynärpäitäni	kyynärpä + itäni
elinkeino	elin + keino
saavutettiin	saavut + ettiin
asunto	asunto
hengissä	hengissä
alastomana	alasto + mana
matkaansa	matka + ansa
Bosnia	Bosnia
vaiheissa	vaihe + issa
takkuillessa	takkuill + essa
oppositiota	oppositio + ta
sidosryhmiä	sidos + ryhmiä
menestyksekkäästi	menestyksekkäästi
taapero	taapero
kuudelta	kuu + delta
kotitalouksissa	koti + talouksissa
kuivatellut	kuivatell + ut
avainasemassa	avain + asemassa
pientaloalueeksi	pien + taloalueeksi
multiflorum	multiflorum
alustaan	alusta + an
mielenterveysongelmaiseksi	mielen + terveysongelmaiseksi
arka	arka
arvioimiseksi	arvioimi + seksi
tutkintaa	tutkinta + a
Exeterin	Exeter + in
mieluusti	mieluusti
asettui	asettu + i
Companyn	Company + n
johda	joh + da
saniaismaan	saniais + maan
taukotupaan	tauko + tupaan
toimintasuunnitelmaan	toiminta + suunnitelmaan
pioneerityö	pioneeri + työ
hajautetun	hajautet + un
dollarimääräisiä	dollari + määräisiä
sukkahousut	sukka + housut
erehtyä	erehtyä
valtakunnallinen	valta + kunnallinen
ratkaisua	ratkaisu + a
oltu	ol + tu
seistään	seistä + än
radio-ohjelmastaan	radio + -ohjelmastaan
kohtaa	kohta + a
maorien	maori + en
kauppaketju	kauppa + ketju
lähestymisen	lähestymi + sen
etappi	etappi
ven.	ven + .
pubissa	pub + issa
taksina	taksi + na
joukkue	joukkue
myötätuntoa	myötä + tuntoa
nousevan	nous + evan
jäsenvaltioon	jäsen + valtioon
General	General
mukanani	mukana + ni
tänäänkin	tänään + kin
muodostamatta	muodosta + matta
lasillisen	lasilli + sen
viikonkaan	viik + onkaan
lähtiessä	läht + iessä
lopettamista	lopettami + sta
toteamaan	to + teamaan
kestot	kesto + t
kiinnostui	kiinnostu + i
hiekkalaatikon	hiekka + laatikon
selkänoja	selkä + noja
herroilleen	herr + oilleen
loistavissa	loistav + issa
kategoriasta	kategoria + sta
lauluntekijäksi	laulun + tekijäksi
AE	AE
Simonideen	Simonide + en
etsitty	etsi + tty
pidettävään	pi + dettävään
kapealta	kapea + lta
vaihdettu	vaih + dettu
ZTE	ZTE
Atlantin	Atlant + in
Pick	Pick
Krimin	Krim + in
syrjimättömyyden	syrjimättömyy + den
tuomioistuin	tuomio + istuin
linjaa	linja + a
johtopäätöksenne	johto + päätöksenne
303°	303°
ilmapistoolissa	ilma + pistoolissa
akatemian	akatemia + n
teollistunut	teollistunut
Tshetshenian	Tshetshenia + n
Micra	Micra
unohtuu	unohtu + u
oikeutettua	oikeutettu + a
kuuluminen	kuuluminen
kiihtymistä	kiihtymi + stä
Välimerelle	Välimer + elle
keskustan	keskusta + n
4.4.2012	4.4.2012
tehokkaammin	tehokkaa + mmin
täyttyi	täytty + i
itäosissa	itä + osissa
24.7.	24.7.
RC8	RC8
Yorken	Yorke + n
Bolder	Bolder
Louramo	Louramo
sammuisivat	sammu + isivat
kaupan	kaupan
peltipurkkien	pelti + purkkien
suomi	suomi
vilkkaimmin	vilkka + immin
kääntää	kääntää
viejän	viejä + n
684	684
Arola	Arola
broileripitsaa	broileri + pitsaa
TGV-junia	TGV + -junia
epämuodollisesti	epä + muodollisesti
hiivassa	hiiva + ssa
tiukentuneet	tiukentu + neet
Paflagonia	Paflagonia
vahvistanut	vahvista + nut
varautumisen	varautumi + sen
naarmu	naarmu
kirkko	kirkko
maatalous-	maa + talous-
taseen	tase + en
vaunuun	vaunu + un
ehdotettavia	ehdot + ettavia
valtauksen	valtau + ksen
tiedolla	tie + dolla
dieselmoottorisille	diesel + moottorisille
kuvernementtiin	kuvernementti + in
Nassar	Nassar
lampaat	lam + paat
kevyen	kevy + en
4.3	4.3
Kariston	Karisto + n
pyörää	pyörä + ä
kutittelisi	kutit + telisi
sotatoimien	sota + toimien
turkmeeni	turkmeeni
onnellisuuspisteitä	onnellisuus + pisteitä
vähentää	vähentää
sateenkaariperheet	sateen + kaariperheet
kiinankaalia	kiinan + kaalia
tekemäni	te + kemäni
lepäävän	le + päävän
lähipubiin	lähi + pubiin
hyväksyntänsä	hyväksyntä + nsä
natsihallintoa	natsi + hallintoa
Computer	Computer
urakehitys	ura + kehitys
odottaminen	odottaminen
Facebook	Facebook
rikkaimpia	rik + kaimpia
kuuluvan	kuulu + van
makuaan	maku + aan
päättäjien	päättäj + ien
ite	it + e
astuvat	astu + vat
määrittävän	määrittä + vän
helpposivelteinen	helppo + sivelteinen
halki	halki
vuodentakaiseen	vuo + dentakaiseen
kansallispuiston	kansallis + puiston
kieltäytyä	kieltäytyä
kansanäänestyksen	kansan + äänestyksen
virkatehtävissä	virka + tehtävissä
298	298
viittaukset	viittau + kset
säätämäänsä	säätä + määnsä
tajusinkin	taju + sinkin
huippuosaaja	huippu + osaaja
ottaneena	otta + neena
Thomille	Thom + ille
ilmaantunut	ilmaantu + nut
balettiesitystä	baletti + esitystä
kesäillan	kesä + illan
identiteettien	identiteetti + en
haravoinnissa	haravoin + nissa
alkuperämaassa	alku + perämaassa
yksilöstä	yksilö + stä
nähdäkseen	nähdä + kseen
lähestymisestä	lähestymi + sestä
lämpiäviin	läm + piäviin
kilpailuissa	kilpailu + issa
houkuttelivat	houkut + telivat
kasvatti	kasvatti
uudelleenlaskeminen	uudelleenlaskeminen
kurdikapinallisten	kurdi + kapinallisten
käsitelleet	käsitell + eet
moottoriajoneuvoja	moottori + ajoneuvoja
perheiden	perhe + iden
DM02	DM02
ulkomaille	ulko + maille
ikävä	ikävä
iiris	iiris
keräämiseksi	keräämi + seksi
akateemiset	akateemi + set
yhteiskuntaryhmien	yhteis + kuntaryhmien
irkkikanavan	irkki + kanavan
mausteet	mauste + et
toimineen	toimi + neen
otakin	ot + akin
joukkoraiskanneiden	joukko + raiskanneiden
ammattiyhdistyksiltä	ammatti + yhdistyksiltä
setä	setä
rutiiniin	rutiini + in
tuoremehu	tuore + mehu
ikävät	ikävä + t
kultainennoutaja	kultainennoutaja
orkestereita	orkester + eita
päättävän	päättä + vän
kylästä	kylä + stä
22,86	22,86
epäonnistuttu	epäonnistu + ttu
etsiäkseen	etsiä + kseen
lähestyessä	lähesty + essä
suvusta	su + vusta
haastatellut	haastatel + lut
myskintuoksua	myskin + tuoksua
ennusteen	ennuste + en
levittämiseksi	levittämi + seksi
oranssi-sini-valkoinen	oranssi + -sini-valkoinen
Aristoteleen	Aristotele + en
aiheutuvien	aiheutu + vien
Worried	Worried
keittiöstä	keittiö + stä
julkaistavan	julkaista + van
epäkorrektia	epä + korrektia
tapauksesta	tapau + ksesta
sentimentaaliseksi	sentimentaali + seksi
Valko-Venäjän	Valko-Venäjä + n
tyynylle	tyyny + lle
julkiselle	julki + selle
Maiju	Maiju
maat	maa + t
raivata	raivata
varautunut	varautu + nut
Union	Union
edellisestäkään	edelli + sestäkään
vuodon	vuo + don
autioon	autio + on
lukulistoihin	luku + listoihin
toimijoilta	toimij + oilta
EMBL	EMBL
pasta-tomaattihässäkän	pasta + -tomaattihässäkän
surkeudelta	surkeu + delta
toimipisteistä	toimi + pisteistä
kerryttää	kerryttää
Διεθνές	Διεθνές
siiderin	siideri + n
päällisin	päälli + sin
mainospelle	mainos + pelle
21:20	21:20
ärtynyt	ärtynyt
tasapeli	tasa + peli
naisparlamentaarikkoja	nais + parlamentaarikkoja
vaarallisen	vaaralli + sen
riitautti	riitautt + i
asiaankuluvaa	asiaanku + luvaa
kärjistäen	kärjistä + en
ääneti	ääneti
vesi-ilmapalloja	vesi + -ilmapalloja
suunnitelmissani	suunnitelm + issani
sokerille	sokeri + lle
korostivat	korost + ivat
jutussa	jut + ussa
Anti-Slavery	Anti-Slavery
mantereesta	man + tereesta
yrittäneet	yrittä + neet
jedi-ritarit	jedi + -ritarit
kiskoilta	kisko + ilta
pyrkivää	pyrki + vää
makeus	makeus
Novartikselle	Novarti + kselle
khosroidit	khosroidi + t
spoileri	spoileri
97	97
Agilasta	Agila + sta
savuverhojen	savu + verhojen
keskittymällä	keskitty + mällä
portaille	porta + ille
analyysi-	analyysi + -
okei	okei
pyöritellä	pyöritellä
aiheutuu	aiheutu + u
työllistyvät	työllisty + vät
lisähyötyä	lisä + hyötyä
vaikeampaa	vaikea + mpaa
jalkaväkirykmentissä	jalka + väkirykmentissä
Itä-Euroopassa	Itä-Euroop + assa
Suomenmaalle	Suomenmaa + lle
huollettaville	huol + lettaville
fysiikkaa	fysiikka + a
