input	target
gecələr	gecə + lər
dəvənin	dəvə + nin
qəlsəmələrin	qəlsəmə + lərin
şaftalıda	şaftalı + da
şaftalımızda	şaftalı + mızda
xəritələrdə	xəritə + lərdə
arxivinə	arxiv + inə
mələklərindən	mələk + lərindən
dondurmaların	dondurma + ların
hüceyrəsində	hüceyrə + sində
intiharlardan	intihar + lardan
qəlsəmələrə	qəlsəmə + lərə
yemişindən	yemiş + indən
qapı	qapı
keçilərdə	keçi + lərdə
baldızımızdan	baldız + ımızdan
dirsəyimizdən	dirsə + yimizdən
şahmatda	şahmat + da
düşmanımda	düşman + ımda
meyvələr	meyvə + lər
şəhərlərdən	şəhər + lərdən
texnologiyalar	texnologiya + lar
hüceyrəniz	hüceyrə + niz
dalğalarımıza	dalğa + larımıza
qəlsəmədən	qəlsəmə + dən
qardaşımı	qardaş + ımı
tərcümələrinin	tərcümə + lərinin
qəlbləriniz	qəlb + ləriniz
xəstəlikdən	xəstəlik + dən
sözlüklər	sözlük + lər
uşaqlığını	uşaqlığ + ını
tüstüdən	tüstü + dən
zürafəni	zürafə + ni
vazalarımda	vaza + larımda
mələklərində	mələk + lərində
dovşanda	dovşan + da
açarlarımı	açar + larımı
əjdahada	əjdaha + da
penislərindən	penis + lərindən
bazardan	bazar + dan
düşmənlərinizə	düşmən + lərinizə
qapıya	qapı + ya
qoxunda	qoxu + nda
xloroplastlara	xloroplast + lara
bardağı	bardağ + ı
dini	din + i
kölgələrinizdə	kölgə + lərinizdə
meymunların	meymun + ların
kağızdan	kağız + dan
baxırdı	bax + ırdı
qaçırsınız	qaç + ırsınız
qalibiyyətlərin	qalibiyyət + lərin
ciblərdən	cib + lərdən
kərgədanlar	kərgədan + lar
mənzərəmi	mənzərə + mi
xəncərdən	xəncər + dən
içir	iç + ir
fəlsəfələrinizə	fəlsəfə + lərinizə
incəsənətlərdən	incəsənət + lərdən
analarınızın	ana + larınızın
bacılarımız	bacı + larımız
bıçaqlarımız	bıçaq + larımız
rəng	rəng
təyyarələrə	təyyarə + lərə
köynəklərini	köynək + lərini
tərcüməndən	tərcümə + ndən
bağırsaqlar	bağırsaq + lar
kölgələriniz	kölgə + ləriniz
xəzinələrin	xəzinə + lərin
buynuzunuzda	buynuz + unuzda
geyşalardan	geyşa + lardan
osminoqu	osminoq + u
qadından	qadın + dan
bıçağınızdan	bıçağ + ınızdan
qəzetlər	qəzet + lər
kəfgirlər	kəfgir + lər
buynuzlarınıza	buynuz + larınıza
penisə	penis + ə
acığı	acığ + ı
köpəklərin	köpək + lərin
tərcümələrdə	tərcümə + lərdə
ürək	ürək
müzakirəsində	müzakirə + sində
bıçağı	bıçağ + ı
dünyamızdan	dünya + mızdan
alətimə	alət + imə
dünyandan	dünya + ndan
boyalar	boya + lar
hüceyrədən	hüceyrə + dən
xəritə	xəritə
penislərdən	penis + lərdən
sərçələrdən	sərçə + lərdən
fakültələrdən	fakültə + lərdən
əriklərimizdə	ərik + lərimizdə
bacılarıma	bacı + larıma
ensiklopediyalara	ensiklopediya + lara
qazlara	qaz + lara
ərlər	ər + lər
qərənfilləri	qərənfil + ləri
kompüterləri	kompüter + ləri
xəritənə	xəritə + nə
tarixə	tarix + ə
böyürtkənlərin	böyürtkən + lərin
köynəyinizi	köynə + yinizi
qəzeti	qəzet + i
sonun	son + un
dünyanız	dünya + nız
nənəsı	nənə + sı
alətlərinizin	alət + lərinizin
mələklərimdə	mələk + lərimdə
buynuzumuzun	buynuz + umuzun
qaçqın	qaçqın
xəritənin	xəritə + nin
əjdahadan	əjdaha + dan
diqqəti	diqqət + i
dilənçidən	dilənçi + dən
arxivlər	arxiv + lər
namazınız	namaz + ınız
qoxularınızdan	qoxu + larınızdan
sünnət	sünnət
ensiklopediyanı	ensiklopediya + nı
yarasalarda	yarasa + larda
qəlbinizdən	qəlb + inizdən
çiyələyin	çiyələ + yin
skripkalardan	skripka + lardan
yatmıya	yat + mıya
düşməninə	düşmən + inə
çekmağı	çek + mağı
kölgələrinə	kölgə + lərinə
alçalarınızı	alça + larınızı
dəvə	dəvə
əqrəbinizdə	əqrəb + inizdə
rəhbərimdən	rəhbər + imdən
onurğanıza	onurğa + nıza
nigəran	nigəran
səbəblərə	səbəb + lərə
hüceyrələrdə	hüceyrə + lərdə
qaloşlar	qaloş + lar
minarəni	minarə + ni
dəyirmanda	dəyirman + da
ciblərə	cib + lərə
kəfgirinə	kəfgir + inə
onurğalarımda	onurğa + larımda
düşmanlarda	düşman + larda
mənzərəsinin	mənzərə + sinin
ya	ya
köynəyimizə	köynə + yimizə
fəlsəfənizi	fəlsəfə + nizi
dodaqlara	dodaq + lara
oğraşların	oğraş + ların
yemişləri	yemiş + ləri
ereksiyasına	ereksiya + sına
yardımların	yardım + ların
kərpiclərin	kərpic + lərin
dodağa	dodağ + a
buynuzumun	buynuz + umun
süpürgələrdə	süpürgə + lərdə
köpüklərin	köpük + lərin
köynəklərimdən	köynək + lərimdən
kraliçamıza	kraliça + mıza
almazdan	almaz + dan
açarlarında	açar + larında
darçına	darçın + a
önə	ön + ə
işıqda	işıq + da
buynuzunda	buynuz + unda
səviyyələrdən	səviyyə + lərdən
kölgəndən	kölgə + ndən
adı	ad + ı
kəfgiri	kəfgir + i
gülüşümün	gülüş + ümün
gülüşlər	gülüş + lər
buynuza	buynuz + a
zəlzələlərdə	zəlzələ + lərdə
çiçəkdən	çiçək + dən
rəhbərlərinizdə	rəhbər + lərinizdə
arxivinizə	arxiv + inizə
alətindən	alət + indən
tərcüməyə	tərcümə + yə
öpüşü	öpüş + ü
baltalar	balta + lar
düşman	düşman
alətləri	alət + ləri
axşamlar	axşam + lar
əriyimin	əri + yimin
kərgədanlara	kərgədan + lara
rəhbərlərimizdən	rəhbər + lərimizdən
psixoterapiyalara	psixoterapiya + lara
buynuzuna	buynuz + una
əriyimizdə	əri + yimizdə
qaçqınların	qaçqın + ların
qarışqada	qarışqa + da
öpüşlər	öpüş + lər
quyruqlardan	quyruq + lardan
rəngə	rəng + ə
vazamızdan	vaza + mızdan
çiyələkdən	çiyələk + dən
müzakirəsi	müzakirə + si
göndən	gön + dən
pomidordan	pomidor + dan
dəvəquşlarının	dəvəquş + larının
intihar	intihar
damcıya	damcı + ya
kərtənkələnin	kərtənkələ + nin
köynəklərimin	köynək + lərimin
fəlsəfəndə	fəlsəfə + ndə
tələbənə	tələbə + nə
qalibiyyəti	qalibiyyət + i
namazımızda	namaz + ımızda
beynində	bey + nində
xəzinəsi	xəzinə + si
dinozavrım	dinozavr + ım
pendirlərin	pendir + lərin
şaftalım	şaftalı + m
rəhbərinizdən	rəhbər + inizdən
çömçəquyruqlar	çömçəquyruq + lar
hüceyrələrimizin	hüceyrə + lərimizin
kraliçanın	kraliça + nın
sünnətlərdə	sünnət + lərdə
donuzları	donuz + ları
matçlarda	matç + larda
gülüşün	gülüş + ün
köynəyimin	köynə + yimin
buludda	bulud + da
alətimdə	alət + imdə
qaçdım	qaç + dım
vazalar	vaza + lar
düşmənimizi	düşmən + imizi
dülgəri	dülgər + i
hörümçəklər	hörümçək + lər
kraliçalarımız	kraliça + larımız
lüğətin	lüğət + in
məktəbiniz	məktəb + iniz
bağbanlara	bağban + lara
beynimizin	bey + nimizin
süpürgələrin	süpürgə + lərin
qardaşlığı	qardaşlığ + ı
köməyimdən	kö + məyimdən
mənzərənizin	mənzərə + nizin
keçidə	keçi + də
yaxçı	yaxçı
ayaqqabılar	ayaqqabı + lar
fəaliyyətimdə	fəaliyyət + imdə
sevgiyə	sevgi + yə
fəaliyyətlərə	fəaliyyət + lərə
kraliçamın	kraliça + mın
pişiyə	pişi + yə
günbəzlər	günbəz + lər
şaftalılarınızın	şaftalı + larınızın
mənzərəmizdən	mənzərə + mizdən
cəsədə	cəsəd + ə
xəzinənin	xəzinə + nin
qılıncdan	qılınc + dan
diqqətlərə	diqqət + lərə
bilmirlər	bil + mirlər
qoxunuzda	qoxu + nuzda
kitabda	kitab + da
qəlbinizi	qəlb + inizi
kəpənək	kəpənək
hörümçəyimin	hörümçə + yimin
hörümçəyimizə	hörümçə + yimizə
tez	tez
qəlsəmələrdən	qəlsəmə + lərdən
düşmənlərinizdən	düşmən + lərinizdən
oyuncaqların	oyuncaq + ların
tərcümənizə	tərcümə + nizə
tələbələrimizdə	tələbə + lərimizdə
sümüklərimizi	sümük + lərimizi
diqqətə	diqqət + ə
hüceyrələrində	hüceyrə + lərində
futbolçu	futbolçu
mənzərəsinə	mənzərə + sinə
dirsəyinizin	dirsə + yinizin
ulduza	ulduz + a
yemişi	yemiş + i
köpüklərdə	köpük + lərdə
beyinlərinizi	beyin + lərinizi
ərikdən	ərik + dən
dovşanları	dovşan + ları
yemişlərinizin	yemiş + lərinizin
mənzərəmdə	mənzərə + mdə
bulaqdan	bulaq + dan
dəvəquşları	dəvəquş + ları
ay	ay
bozbaşları	bozbaş + ları
göyərçinlərə	göyərçin + lərə
gözlərində	göz + lərində
beyninizdə	bey + ninizdə
alətinizdən	alət + inizdən
mələyinə	mələ + yinə
bir	bir
alətlərimiz	alət + lərimiz
pianolarda	piano + larda
məktəb	məktəb
yardımlar	yardım + lar
önləri	ön + ləri
meyvələrdən	meyvə + lərdən
kitablardan	kitab + lardan
fəaliyyətlərdən	fəaliyyət + lərdən
surəyə	surə + yə
jasminə	jasmin + ə
tarixlər	tarix + lər
nəticədən	nəticə + dən
açarlarından	açar + larından
göydələnlərə	göydələn + lərə
fəlsəfələri	fəlsəfə + ləri
oxunur	oxu + nur
xalqaların	xalqa + ların
kəfgirlərini	kəfgir + lərini
karpın	karp + ın
şəhərin	şəhər + in
istifadəçi	istifadəçi
ağlayacağam	ağla + yacağam
bağbanda	bağban + da
buzları	buz + ları
fəlsəfəm	fəlsəfə + m
əqrəbinizi	əqrəb + inizi
ereksiyandan	ereksiya + ndan
yemişimiz	yemiş + imiz
dayanacağa	dayanacağ + a
minarəyə	minarə + yə
vertolyotu	vertolyot + u
paylar	pay + lar
vəziyyətimizdən	vəziyyət + imizdən
qoxularımızı	qoxu + larımızı
dizdən	diz + dən
fakültələrə	fakültə + lərə
qardaşlarınız	qardaş + larınız
işığın	işığ + ın
fəaliyyətlərimizin	fəaliyyət + lərimizin
beyində	beyin + də
onurğa	onurğa
mismarlara	mismar + lara
atda	at + da
sümüklərinin	sümük + lərinin
dəvədə	dəvə + də
göydələni	göydələn + i
dırnağınıza	dırnağ + ınıza
onurğalarınızın	onurğa + larınızın
gözümə	göz + ümə
maşın	maşın
qanlardan	qan + lardan
dəyil	dəyil
sümüyünüzdə	sümü + yünüzdə
köynəyi	köynə + yi
bağırsaqlarda	bağırsaq + larda
dünyanızı	dünya + nızı
kölgəmi	kölgə + mi
dünyamın	dünya + mın
xəzinədə	xəzinə + də
işıqdan	işıq + dan
dırnaqlarını	dırnaq + larını
oxumasıydı	oxu + masıydı
hüceyrəsinə	hüceyrə + sinə
süngüdə	süngü + də
uşaqlığınızı	uşaqlığ + ınızı
içdiniz	iç + diniz
mələklərimdən	mələk + lərimdən
gözündə	göz + ündə
mətbəxdə	mətbəx + də
axşamların	axşam + ların
baldızlarımıza	baldız + larımıza
bağırtılara	bağırtı + lara
dülgərdən	dülgər + dən
geyşalar	geyşa + lar
tələbələrini	tələbə + lərini
arxivlərə	arxiv + lərə
dırnaqlarından	dırnaq + larından
gülüşlərim	gülüş + lərim
qadınları	qadın + ları
kəfgirinizin	kəfgir + inizin
bıçaqlarımızda	bıçaq + larımızda
matçda	matç + da
yoldaşıynan	yoldaş + ıynan
vəziyyətlərimin	vəziyyət + lərimin
onurğasına	onurğa + sına
abisi	abi + si
qulağına	qulağ + ına
soğana	soğan + a
mədrəsəni	mədrəsə + ni
qulaqlarımızın	qulaq + larımızın
balalaykada	balalayka + da
bayquşlara	bayquş + lara
okeanı	okean + ı
fəaliyyətlərim	fəaliyyət + lərim
kölgənizdən	kölgə + nizdən
baldızlarımı	baldız + larımı
uşaqlıqlara	uşaqlıq + lara
onurğasından	onurğa + sından
təyyarələrin	təyyarə + lərin
köynəklərimə	köynək + lərimə
ereksiyasında	ereksiya + sında
bacılarınıza	bacı + larınıza
qaçacaqsan	qaç + acaqsan
leşyeyənlərdə	leşyeyən + lərdə
günəşdə	günəş + də
uşaqlıqlarının	uşaqlıq + larının
alçalarına	alça + larına
xəstəlik	xəstəlik
qulaqdan	qulaq + dan
verdi	ver + di
donuzların	donuz + ların
kölgənizdə	kölgə + nizdə
vertolyotlar	vertolyot + lar
buzu	buz + u
annadır	anna + dır
müzakirələrimi	müzakirə + lərimi
çiçəyi	çiçə + yi
okeanda	okean + da
təzyiqlərə	təzyiq + lərə
alçaya	alça + ya
qarpız	qarpız
rəhbərini	rəhbər + ini
gülüşlərimizə	gülüş + lərimizə
rəhbərinizi	rəhbər + inizi
əriyiniz	əri + yiniz
alçalarınızdan	alça + larınızdan
axşam	axşam
həftələri	həftə + ləri
jurnalistlərdə	jurnalist + lərdə
namazların	namaz + ların
namazlarımız	namaz + larımız
olmuyan	ol + muyan
ad	ad
açarların	açar + ların
peyğəmbərlər	peyğəmbər + lər
böyrəklərdən	böyrək + lərdən
dünyaları	dünya + ları
qazlardan	qaz + lardan
tələbələrinizdən	tələbə + lərinizdən
şkafdan	şkaf + dan
yəhudidən	yəhudi + dən
armuda	armud + a
qoxularımıza	qoxu + larımıza
fırtınalar	fırtına + lar
içəcəyəm	iç + əcəyəm
nəfəsdən	nəfəs + dən
dinozavrlarını	dinozavr + larını
dəvədən	dəvə + dən
süzgəcin	süzgəc + in
balıq	balıq
namazına	namaz + ına
siçanları	siçan + ları
dırnaqlarınızı	dırnaq + larınızı
kaktuslara	kaktus + lara
penislərimizə	penis + lərimizə
qəzetdə	qəzet + də
düşmənlərində	düşmən + lərində
göbəkləri	göbək + ləri
qonşuda	qonşu + da
alovların	alov + ların
kölgələrindən	kölgə + lərindən
səbəblərdə	səbəb + lərdə
qardaşlıqların	qardaşlıq + ların
tərcüməsini	tərcümə + sini
alovu	alov + u
göbəkdən	göbək + dən
milçəyi	milçə + yi
səhifənin	səhifə + nin
yoldaşının	yoldaş + ının
qana	qan + a
uşaqlıqlarınızda	uşaqlıq + larınızda
beyninizin	bey + ninizin
beyinlərdə	beyin + lərdə
pianodan	piano + dan
vazasından	vaza + sından
hüceyrələrinizdə	hüceyrə + lərinizdə
buynuzlarında	buynuz + larında
analarınızda	ana + larınızda
maşının	maşın + ın
rəhbərlərimi	rəhbər + lərimi
mələyiniz	mələ + yiniz
dirsəklərimin	dirsək + lərimin
hörümçəkləriniz	hörümçək + ləriniz
əqrəbinizdən	əqrəb + inizdən
bıçağınızda	bıçağ + ınızda
dinləri	din + ləri
sivilizasiyaların	sivilizasiya + ların
darçınlardan	darçın + lardan
anamızda	ana + mızda
ereksiyalarımı	ereksiya + larımı
ərə	ər + ə
qoxularım	qoxu + larım
şənbələrə	şənbə + lərə
kərgədana	kərgədan + a
yaquarlarda	yaquar + larda
kraliçasının	kraliça + sının
nəticələrin	nəticə + lərin
müsabiqələrdən	müsabiqə + lərdən
ağacdələnə	ağacdələn + ə
kağızlarda	kağız + larda
ərlərdə	ər + lərdə
göyərçin	göyərçin
çəyirtkələrin	çəyirtkə + lərin
hüceyrələrindən	hüceyrə + lərindən
üzümlərin	üzüm + lərin
anamız	ana + mız
bazarın	bazar + ın
körfəzin	körfəz + in
dodaq	dodaq
alətimiz	alət + imiz
düşmanımızı	düşman + ımızı
qarğanı	qarğa + nı
köpüklər	köpük + lər
dalğamız	dalğa + mız
Ayşə	Ayşə
ərləri	ər + ləri
arxivlərində	arxiv + lərində
kilsəni	kilsə + ni
yer	yer
muzeyə	muzey + ə
dırnağınız	dırnağ + ınız
balığa	balığ + a
tərcüməni	tərcümə + ni
alçanıza	alça + nıza
dinozavrımızı	dinozavr + ımızı
yemişə	yemiş + ə
buynuzlarınızdan	buynuz + larınızdan
rəngləyir	rənglə + yir
mələyimin	mələ + yimin
vəziyyətlərə	vəziyyət + lərə
mənzərələrimizə	mənzərə + lərimizə
hüceyrənə	hüceyrə + nə
fəaliyyətlərinizdə	fəaliyyət + lərinizdə
ereksiyama	ereksiya + ma
karpda	karp + da
süngüsünə	süngü + sünə
ayaqqabıda	ayaqqabı + da
uşaqlığımdan	uşaqlığ + ımdan
müqayisənin	müqayisə + nin
köməyimiz	kö + məyimiz
şahmatlarda	şahmat + larda
pianonun	piano + nun
təsadüfə	təsadüf + ə
ürəklərə	ürək + lərə
xəritənizə	xəritə + nizə
dalğalarınıza	dalğa + larınıza
portağaldan	portağal + dan
kəfgirindən	kəfgir + indən
almazları	almaz + ları
köməyim	kö + məyim
dünyalarımda	dünya + larımda
göydələnə	göydələn + ə
ereksiyanıza	ereksiya + nıza
gönlərdən	gön + lərdən
penislərinizi	penis + lərinizi
silahı	silah + ı
dırnaq	dırnaq
qəlblərimizdə	qəlb + lərimizdə
qardaşımdan	qardaş + ımdan
xəzinəmizdən	xəzinə + mizdən
ütüyü	ütü + yü
okean	okean
quşların	quş + ların
köməyində	kö + məyində
xəstəliyin	xəstəli + yin
köməyimin	kö + məyimin
xəzinələrimizdən	xəzinə + lərimizdən
düşmanımızdan	düşman + ımızdan
temperaturların	temperatur + ların
mitoxondridən	mitoxondri + dən
dünyalarım	dünya + larım
evlərdə	ev + lərdə
tərcümələrimizi	tərcümə + lərimizi
peyğəmbərləri	peyğəmbər + ləri
jurnalistlərə	jurnalist + lərə
mənzərələrdən	mənzərə + lərdən
yəhudilərə	yəhudi + lərə
xəncərə	xəncər + ə
dinozavrdan	dinozavr + dan
qızardın	qızar + dın
kitabdır	kitab + dır
təbiətlərə	təbiət + lərə
anam	ana + m
vazamıza	vaza + mıza
körfəzdə	körfəz + də
mənzərəmizin	mənzərə + mizin
kəfgirlərimdə	kəfgir + lərimdə
qaranquşların	qaranquş + ların
gülüşümüzə	gülüş + ümüzə
müzakirələrimizdən	müzakirə + lərimizdən
alçamda	alça + mda
balta	balta
alətlərimizi	alət + lərimizi
qəza	qəza
müsabiqələrdə	müsabiqə + lərdə
müzakirənizə	müzakirə + nizə
penislərimizi	penis + lərimizi
bəbəklər	bəbək + lər
əqrəbimizdə	əqrəb + imizdə
buzun	buz + un
narı	nar + ı
ağacdələn	ağacdələn
rəhbərlərinizə	rəhbər + lərinizə
vazalarınız	vaza + larınız
əriyinizin	əri + yinizin
səviyyələrdə	səviyyə + lərdə
ereksiyalarını	ereksiya + larını
içdik	iç + dik
qızılgülləri	qızılgül + ləri
dalğalarımız	dalğa + larımız
körfəzlərin	körfəz + lərin
məktəbdən	məktəb + dən
dibçəyin	dibçə + yin
qanın	qan + ın
bağırtıdan	bağırtı + dan
dilənçilər	dilənçi + lər
qaçdı	qaç + dı
dizlərə	diz + lərə
cəsədlərdən	cəsəd + lərdən
xəzinəmdən	xəzinə + mdən
köynəyimizin	köynə + yimizin
fırtınaya	fırtına + ya
matçlar	matç + lar
qardaşınız	qardaş + ınız
odu	od + u
dirsəyə	dirsə + yə
tələbələrdə	tələbə + lərdə
bazara	bazar + a
günəbaxanların	günəbaxan + ların
qulaqlarımda	qulaq + larımda
qəlblərimdən	qəlb + lərimdən
qoxularının	qoxu + larının
ereksiyamızın	ereksiya + mızın
güləcəksiniz	gül + əcəksiniz
bıçaqlarından	bıçaq + larından
hüceyrəyə	hüceyrə + yə
alətlərim	alət + lərim
fəlsəfəsindən	fəlsəfə + sindən
qulağı	qulağ + ı
rəhbərə	rəhbər + ə
pilləkənlərdə	pilləkən + lərdə
xəritələrimdən	xəritə + lərimdən
zəlzələdən	zəlzələ + dən
kəfgirlərə	kəfgir + lərə
dəvəquşu	dəvəquşu
mənzərələrimi	mənzərə + lərimi
namazlarınızdan	namaz + larınızdan
vəziyyətlərdə	vəziyyət + lərdə
çiyələyə	çiyələ + yə
hüceyrə	hüceyrə
intiharda	intihar + da
dırnaqların	dırnaq + ların
qoxumda	qoxu + mda
vertolyotun	vertolyot + un
bitki	bitki
fəlsəfələrindən	fəlsəfə + lərindən
ağaclar	ağac + lar
osminoqda	osminoq + da
dolabları	dolab + ları
dovşanlardan	dovşan + lardan
açarınıza	açar + ınıza
rəndələrdə	rəndə + lərdə
zəlzələni	zəlzələ + ni
sözlər	söz + lər
rəndədə	rəndə + də
bıçaqlardan	bıçaq + lardan
