input	target
fakirleştirmeyecekmişim	fakirleştir + meyecekmişim
alətimizdə	alət + imizdə
bükmüyorum	bük + müyorum
rəhbərlərimə	rəhbər + lərimə
savaşmıyordu	savaş + mıyordu
rüyalarınızda	rüya + larınızda
köməyimdən	kö + məyimdən
namazımızda	namaz + ımızda
koşulmayacaktık	koşul + mayacaktık
kuvvetlerinde	kuvvet + lerinde
yontmeliyiz	yont + meliyiz
aşçılarını	aşçı + larını
koyulaşmıyorsunuz	koyulaş + mıyorsunuz
aynalar	ayna + lar
insanımsısının	insanımsı + sının
dirsəklərimə	dirsək + lərimə
körlüğü	körlüğ + ü
volkanizmaların	volkanizma + ların
abi	abi
bulaqları	bulaq + ları
ticareti	ticaret + i
vişnesin	vişne + sin
torunlarsın	torun + larsın
əriyinizdən	əri + yinizdən
iğrenmeyeceğiz	iğren + meyeceğiz
dalıyormuş	dal + ıyormuş
arxivimizi	arxiv + imizi
xəbərlər	xəbər + lər
çıkmayacakmışsın	çık + mayacakmışsın
bacımızda	bacı + mızda
dinozavrınızı	dinozavr + ınızı
soğanda	soğan + da
tərcümələrim	tərcümə + lərim
arxivini	arxiv + ini
bağda	bağ + da
geodeziyada	geodeziya + da
aşıkdık	aşık + dık
haberleşmemeliydik	haberleş + memeliydik
qardaşın	qardaş + ın
şirkətdən	şirkət + dən
sivilizasiyaların	sivilizasiya + ların
düşməni	düşmən + i
kapameliyim	kapa + meliyim
ereksiyanın	ereksiya + nın
dinozorsunuz	dinozor + sunuz
tercümandan	tercüman + dan
meymuna	meymun + a
nalımız	nal + ımız
avtomobili	avtomobil + i
şamisenləri	şamisen + ləri
eşşəkdə	eşşək + də
osminoqlarda	osminoq + larda
ölmeliydiniz	öl + meliydiniz
gecələr	gecə + lər
kurbağalara	kurbağa + lara
tərcümələrdə	tərcümə + lərdə
şəhər	şəhər
kırtasiyemizde	kırtasiye + mizde
yetiştirecekler	yetiştir + ecekler
lehçelerinizde	lehçe + lerinizde
bəbəyin	bəbə + yin
dillərdə	dil + lərdə
radarımızdan	radar + ımızdan
qalibiyyətlərin	qalibiyyət + lərin
tepkimende	tepkime + nde
kölgəmdə	kölgə + mdə
periydim	peri + ydim
düşmanlarsın	düşman + larsın
saksonuzdan	sakso + nuzdan
xoruzlara	xoruz + lara
sinmezsiniz	sin + mezsiniz
sıvılaştırmazmışsın	sıvılaştır + mazmışsın
namazım	namaz + ım
emmezmişim	em + mezmişim
ayaqqabılarda	ayaqqabı + larda
köməyində	kö + məyində
zürafə	zürafə
almadıydınız	al + madıydınız
kokularımıza	koku + larımıza
bileziklerimiz	bilezik + lerimiz
oyalamıştım	oyala + mıştım
meleklerle	melek + lerle
vəziyyətlərinizi	vəziyyət + lərinizi
maçlardan	maç + lardan
müzakirələrimə	müzakirə + lərimə
bandajlarının	bandaj + larının
sigaranın	sigara + nın
dilənçiləri	dilənçi + ləri
balinamız	balina + mız
dinozavrlarıma	dinozavr + larıma
Jane	Jane
komikleşmeyecektin	komikleş + meyecektin
böbreğinizde	böbreğ + inizde
anasından	ana + sından
anınız	an + ınız
samurunu	samur + unu
peyğəmbərləri	peyğəmbər + ləri
müzakirəndə	müzakirə + ndə
qulaqlarınızda	qulaq + larınızda
dolu	dol + u
bacımızın	bacı + mızın
haşefemiz	haşefe + miz
sevaplarında	sevap + larında
buynuzlara	buynuz + lara
matlalardı	matla + lardı
qonşuya	qonşu + ya
baldızlarınızı	baldız + larınızı
şaftalımıza	şaftalı + mıza
meymunlardan	meymun + lardan
deşmiyorlarmış	deş + miyorlarmış
geçiriyor	geçir + iyor
namazlarınızı	namaz + larınızı
bıçağın	bıçağ + ın
nedenlerinin	neden + lerinin
öpüşün	öpüş + ün
üzümlərin	üzüm + lərin
kırışıklıklarımız	kırışıklık + larımız
süngülərini	süngü + lərini
sıyırmayacaksınız	sıyır + mayacaksınız
alışıyordum	alış + ıyordum
eziyetçilermişiz	eziyetçi + lermişiz
təəccüb	təəccüb
kalmayacaksın	kal + mayacaksın
buynuzunuzu	buynuz + unuzu
devirinizden	devir + inizden
zihni	zih + ni
maktaydılar	makta + ydılar
qızılgüldən	qızılgül + dən
belirlediler	belirle + diler
nəticə	nəticə
dünyalarınız	dünya + larınız
lüğətə	lüğət + ə
rəngləyəcəksən	rənglə + yəcəksən
çömçəquyruqlara	çömçəquyruq + lara
götlerim	göt + lerim
biçini	biçin + i
mutasyona	mutasyon + a
uyuyorlar	uyu + yorlar
Yahudinde	Yahudi + nde
alovları	alov + ları
pomidorlarda	pomidor + larda
ittirmişsin	ittir + mişsin
saldırmelisiniz	saldır + melisiniz
dışlarımıza	dış + larımıza
qərənfillərin	qərənfil + lərin
biz	biz
voleybolcuymuşum	voleybolcu + ymuşum
gazetelerimize	gazete + lerimize
kuvvetsizliklerinde	kuvvetsizlik + lerinde
kuyruğuna	kuyruğ + una
yığmamalıymışız	yığ + mamalıymışız
motosikletlərə	motosiklet + lərə
kərpicə	kərpic + ə
beynimizdən	bey + nimizdən
güzelleştirmeliler	güzelleştir + meliler
sikilmişmişsin	sikil + mişmişsin
əqrəblərinizə	əqrəb + lərinizə
Lagerfeld	Lagerfeld
surəni	surə + ni
vertolyotlara	vertolyot + lara
elçimizin	elçi + mizin
tısbağaların	tısbağa + ların
biçimlendir	biçim + lendir
tercümenin	tercüme + nin
milçək	milçək
utandırmadıydık	utandır + madıydık
yalvardıydın	yalvar + dıydın
namazınız	namaz + ınız
pendirləri	pendir + ləri
qardaşınıza	qardaş + ınıza
ət	ət
yemişi	yemiş + i
özründe	öz + ründe
kotunda	kot + unda
flaşlarımızda	flaş + larımızda
saydırtacaktı	saydırt + acaktı
ereksiyanız	ereksiya + nız
parlatmalıymış	parlat + malıymış
genofobilere	genofobi + lere
adamımızı	adam + ımızı
mismar	mismar
uşaqlığınızın	uşaqlığ + ınızın
Dakman	Dakman
uşaqlığında	uşaqlığ + ında
canlanılmıyorduk	canlanıl + mıyorduk
sevişmeyeceksiniz	seviş + meyeceksiniz
ödemeli	ödemeli
hindilerimiz	hindi + lerimiz
okeanları	okean + ları
yastığı	yastığ + ı
dalğıclar	dalğıc + lar
atda	at + da
mizrabların	mizrab + ların
odun	od + un
ikizlerimizden	ikiz + lerimizden
alevler	alev + ler
yemişlərimə	yemiş + lərimə
gitar	gitar
zəfərlər	zəfər + lər
istememişmişiz	iste + memişmişiz
erneklermiş	ernek + lermiş
sümüklərimizə	sümük + lərimizə
açarlarını	açar + larını
pişirmelisin	pişir + melisin
kurulacak	kur + ulacak
yemişdən	yemiş + dən
dökmezmişim	dök + mezmişim
gülüşlərimizi	gülüş + lərimizi
değerlisiniz	değerli + siniz
verilmektedir	ver + ilmektedir
tamamlanmasını	tamamla + nmasını
kıyametlerinde	kıyamet + lerinde
alətlərinizin	alət + lərinizin
sikişmiyorum	sikiş + miyorum
ereksiyaların	ereksiya + ların
müzakirələrimizin	müzakirə + lərimizin
itmişlerdi	it + mişlerdi
seçmenlerdin	seçmen + lerdin
vəziyyətlərindən	vəziyyət + lərindən
kraliçalarımı	kraliça + larımı
çaktığını	çak + tığını
müzakirələrimizdə	müzakirə + lərimizdə
sözcülüklerinizi	sözcülük + lerinizi
oturacağam	otur + acağam
süpürgələrə	süpürgə + lərə
almazlarda	almaz + larda
hüceyrəsinə	hüceyrə + sinə
öldürtürler	öldürt + ürler
gölü	göl + ü
fakültələrdə	fakültə + lərdə
saydırtmalıydı	saydırt + malıydı
fəlsəfələrimi	fəlsəfə + lərimi
silkmezsiniz	silk + mezsiniz
heteroseksüellerimizin	heteroseksüel + lerimizin
üç	üç
bacılarının	bacı + larının
asıyormuş	as + ıyormuş
yarasadan	yarasa + dan
buynuzlarımızı	buynuz + larımızı
saymamalıydık	say + mamalıydık
kirletmiş	kirlet + miş
kirlettiydik	kirlet + tiydik
alçasında	alça + sında
tabandık	taban + dık
evrimden	evrim + den
çakallarınızdan	çakal + larınızdan
tıklamayınız	tıkla + mayınız
müzakirələrimdən	müzakirə + lərimdən
bitkiləri	bitki + ləri
dağın	dağ + ın
mahnıları	mahnı + ları
bitirtecekmiş	bitirt + ecekmiş
xəritələrinə	xəritə + lərinə
minbərlər	minbər + lər
olmamışsınız	ol + mamışsınız
baldızının	baldız + ının
yarasada	yarasa + da
güçlüklere	güçlük + lere
bibərlərin	bibər + lərin
xəzinələrimi	xəzinə + lərimi
düşmanın	düşman + ın
portlarının	port + larının
köynəklərim	köynək + lərim
planetolojilerde	planetoloji + lerde
xəzinəniz	xəzinə + niz
atı	at + ı
homoseksüellerinizde	homoseksüel + lerinizde
Yahudilerinde	Yahudi + lerinde
göydələnlərin	göydələn + lərin
kasmak	kasmak
başkasıyla	başka + sıyla
meymuna	meymun + a
alçalarına	alça + larına
yardıma	yardım + a
sürtmüyormuşuz	sürt + müyormuşuz
süpürgə	süpürgə
....	....
yoldurtmalılardı	yoldurt + malılardı
xəzinələrə	xəzinə + lərə
dinozavrlarımızda	dinozavr + larımızda
şamisenlərdən	şamisen + lərdən
verdirtirdi	verdirt + irdi
dindən	din + dən
geğirmiyor	geğir + miyor
lahmacunlarında	lahmacun + larında
tildelere	tilde + lere
sorun	sor + un
səbəbləri	səbəb + ləri
buynuzumuzdan	buynuz + umuzdan
köpüklərdə	köpük + lərdə
mefhumlarınızdan	mefhum + larınızdan
mələyimin	mələ + yimin
sempozyumların	sempozyum + ların
köynəyimiz	köynə + yimiz
matçın	matç + ın
özünüidarəetmələrdən	özünüidarəetmə + lərdən
şaftalılarında	şaftalı + larında
lokantalarda	lokanta + larda
dillərdə	dil + lərdə
hinduşkanın	hinduşka + nın
2010	2010
arxivlərimdə	arxiv + lərimdə
vəftizlərdə	vəftiz + lərdə
bacımızda	bacı + mızda
Samandıra'da	Samandıra + 'da
kolaj	kolaj
bağbanları	bağban + ları
ayrıntı	ayrıntı
tartmameliler	tart + mameliler
üşenmeyecekti	üşen + meyecekti
süngünüz	süngü + nüz
yarmalıymış	yar + malıymış
öpmezmişiz	öp + mezmişiz
süngülərimizin	süngü + lərimizin
elə	elə
meşalelersin	meşale + lersin
çalışma	çalış + ma
türemeliler	türe + meliler
ayağa	ayağ + a
botanikleri	botanik + leri
Yaşasın	Yaşa + sın
mənzərədən	mənzərə + dən
mahnılarda	mahnı + larda
köynəyini	köynə + yini
solumameliyiz	solu + mameliyiz
xoruzların	xoruz + ların
ilanlardan	ilan + lardan
itiliyormuşum	itil + iyormuşum
kandılardı	kan + dılardı
kovdurtmamalıydım	kovdurt + mamalıydım
dilmiyordum	dil + miyordum
çiçəklərdən	çiçək + lərdən
fəaliyyətimin	fəaliyyət + imin
tanışacağız	tanış + acağız
büktürmeyecektim	büktür + meyecektim
diziyormuş	diz + iyormuş
sıkmadın	sık + madın
körfəzlərə	körfəz + lərə
kıyılarından	kıyı + larından
dünyalarımızı	dünya + larımızı
anasonunuzun	anason + unuzun
dövüşçüymüşüm	dövüşçü + ymüşüm
alçamı	alça + mı
acıktırmıyoruz	acıktır + mıyoruz
geliştirmemişsin	geliştir + memişsin
qaranquşa	qaranquş + a
çoğulunuzda	çoğul + unuzda
kasarmışsın	kas + armışsın
içdim	iç + dim
biçinə	biçin + ə
dersinizde	ders + inizde
ölçmeyeceklerdi	ölç + meyeceklerdi
qəlbimiz	qəlb + imiz
ummeliler	um + meliler
Türkçeleştirmemeliyim	Türkçeleştir + memeliyim
artmameli	art + mameli
meymunu	meymun + u
böğürtlenlerinden	böğürtlen + lerinden
qulaqlarda	qulaq + larda
ölçtürtmemişsiniz	ölçtürt + memişsiniz
dəvəyə	dəvə + yə
düşmanlarımız	düşman + larımız
rəhbərimi	rəhbər + imi
qəlblərin	qəlb + lərin
sıyırmameliyiz	sıyır + mameliyiz
penisinin	penis + inin
alkışlarsın	alkışla + rsın
fəaliyyətlərimizə	fəaliyyət + lərimizə
işıqlardan	işıq + lardan
kovmamalıymışsın	kov + mamalıymışsın
fəaliyyətlərimin	fəaliyyət + lərimin
ayarlanırmış	ayarlan + ırmış
kalfayım	kalfa + yım
dalğamızdan	dalğa + mızdan
kurumlarımızın	kurum + larımızın
fəaliyyətlərimizin	fəaliyyət + lərimizin
kaynaştırmayacaklardı	kaynaştır + mayacaklardı
korudukları	koru + dukları
eşofmanlarınızdan	eşofman + larınızdan
kahramanlardınız	kahraman + lardınız
yöneltirken	yönel + tirken
canavarlardan	canavar + lardan
xəstəliyi	xəstəli + yi
mətbəxin	mətbəx + in
saqqallarda	saqqal + larda
ereksiyalarımın	ereksiya + larımın
anam	ana + m
seslenmiyormuş	seslen + miyormuş
köçeklere	köçek + lere
eksiğiyle	eksiğ + iyle
dilənçilərdən	dilənçi + lərdən
qəzet	qəzet
ayaqqabının	ayaqqabı + nın
tələbələrimdə	tələbə + lərimdə
yuxlamasını	yuxla + masını
eğmezmişiz	eğ + mezmişiz
barışlarınıza	barış + larınıza
mələklərimizə	mələk + lərimizə
fəaliyyətimdən	fəaliyyət + imdən
küvetlerini	küvet + lerini
çok	çok
fırtınalarda	fırtına + larda
kalmalı	kal + malı
programlattırmıyorsunuz	programlattır + mıyorsunuz
sıyırırmışsın	sıyır + ırmışsın
penisinin	penis + inin
sanmayacaksın	san + mayacaksın
Ercümend	Ercümend
akbabaydınız	akbaba + ydınız
alçalarınıza	alça + larınıza
ulduzlara	ulduz + lara
zəfəri	zəfər + i
alçalarımızı	alça + larımızı
təsadüflər	təsadüf + lər
körfəzləri	körfəz + ləri
fəaliyyətə	fəaliyyət + ə
mesleğimin	mesleğ + imin
rəhbərlərini	rəhbər + lərini
ebenize	ebe + nize
şampanyamız	şampanya + mız
sevişmediydi	seviş + mediydi
jelatinlerini	jelatin + lerini
battaniyelere	battaniye + lere
kapatmamalıymış	kapat + mamalıymış
sapıtır	sapıt + ır
Nusayrîye	Nusayrî + ye
vaktimizde	vak + timizde
asalarımız	asa + larımız
izleyicilerinizin	izleyici + lerinizin
acıkacaktın	acık + acaktın
sağım	sağım
koşulmuşmuşum	koşul + muşmuşum
köməkdə	kömək + də
kölgələrdən	kölgə + lərdən
katılaşmalıydın	katılaş + malıydın
afiyetleriniz	afiyet + leriniz
penisimiz	penis + imiz
basamağında	basa + mağında
jurnalistlər	jurnalist + lər
götürmemiştim	götür + memiştim
komşuluktan	komşuluk + tan
sevgilerini	sevgi + lerini
ürümüşmüşüm	ürü + müşmüşüm
çarpılarımızın	çarpı + larımızın
büyüktünüz	büyük + tünüz
kerpetenlerimiz	kerpeten + lerimiz
mənzərəmiz	mənzərə + miz
homurtun	homurtu + n
düşmanımıza	düşman + ımıza
şəhəri	şəhər + i
günəşlərdən	günəş + lərdən
verinin	veri + nin
düşeceği	düş + eceği
qoxusunun	qoxu + sunun
silaha	silah + a
kurumuşmuşum	kuru + muşmuşum
sınıfına	sınıf + ına
gözlərimizin	göz + lərimizin
seslenmemiştiniz	seslen + memiştiniz
köynəyimiz	köynə + yimiz
katilim	katil + im
fəlsəfələrinin	fəlsəfə + lərinin
uşaqlıqlarıma	uşaqlıq + larıma
bulmamış	bul + mamış
birleşmeyeceğim	birleş + meyeceğim
flaşların	flaş + ların
dodaqların	dodaq + ların
yoldurtmamalıydım	yoldurt + mamalıydım
yağlayıcımız	yağlayıcı + mız
kararmışlar	karar + mışlar
ipimizde	ip + imizde
qulaqlarda	qulaq + larda
giymeyecekler	giy + meyecekler
yollandı	yolla + ndı
əqrəbimdə	əqrəb + imdə
vahlar	vah + lar
sümüyümü	sümü + yümü
katamaranımızdan	katamaran + ımızdan
göydələnlərdən	göydələn + lərdən
haşefemizden	haşefe + mizden
əqrəbində	əqrəb + ində
incilerdi	inci + lerdi
mayonezlerimiz	mayonez + lerimiz
kraliçaların	kraliça + ların
özünüidarəetmələrin	özünüidarəetmə + lərin
qardaşınızı	qardaş + ınızı
iğrenmezmişim	iğren + mezmişim
xalqın	xalq + ın
dernekte	dernek + te
yemişinizin	yemiş + inizin
neyim	ne + yim
bölmüyoruz	böl + müyoruz
fotoğrafını	fotoğraf + ını
sergilenen	sergile + nen
buludda	bulud + da
atıştınız	atış + tınız
əjdaha	əjdaha
perilerdiniz	peri + lerdiniz
dayanacağa	dayanacağ + a
katmamışlardı	kat + mamışlardı
yalamayacaksınız	yala + mayacaksınız
çökermiştik	çöker + miştik
əriyinizin	əri + yinizin
satılmadıydı	satıl + madıydı
tələbələrinə	tələbə + lərinə
bıçaqlarımın	bıçaq + larımın
ananaslarınıza	ananas + larınıza
iseler	i + seler
akşam	akşam
kaynaştırtılmadınız	kaynaştırtıl + madınız
qalibiyyətlərin	qalibiyyət + lərin
vəziyyət	vəziyyət
mətbəxlərin	mətbəx + lərin
tasnif	tasnif
yayıncılıklarınızda	yayıncılık + larınızda
sübyan	sübyan
yetişmeyin	yetiş + meyin
dalğalarımızın	dalğa + larımızın
programlatacakmışız	programlat + acakmışız
Flight	Flight
günahkârına	günahkâr + ına
saparız	sap + arız
osurmalılardı	osur + malılardı
gözləyirəm	gözlə + yirəm
dönüşümlü	dönüşümlü
çöpçatanlardım	çöpçatan + lardım
xəritənizə	xəritə + nizə
öğretirmişim	öğret + irmişim
sesçilerinize	sesçi + lerinize
uşaqlıqlarınızın	uşaqlıq + larınızın
satardık	sat + ardık
dalğalarımdan	dalğa + larımdan
hüceyrəmin	hüceyrə + min
fəlsəfəmə	fəlsəfə + mə
uşaqlıqlarınızın	uşaqlıq + larınızın
dırnaqlarıma	dırnaq + larıma
kayboldun	kaybol + dun
öpücüğümüzde	öpücüğ + ümüzde
gülüşümüzün	gülüş + ümüzün
mandalinalarının	mandalina + larının
kölgələri	kölgə + ləri
yüzüncülerinizden	yüzüncü + lerinizden
aşçıymış	aşçı + ymış
geciktirtiyorum	geciktirt + iyorum
çökmemeliyiz	çök + memeliyiz
sevişmiyorum	seviş + miyorum
baltaları	balta + ları
dirsəklərim	dirsək + lərim
arxivlərdə	arxiv + lərdə
şahmatlar	şahmat + lar
gəminin	gəmi + nin
uygulanarak	uygula + narak
dünyanızı	dünya + nızı
dildən	dil + dən
tavuk	tavuk
değişkenlersin	değişken + lersin
kraliçaya	kraliça + ya
göllərin	göl + lərin
ereksiyalarında	ereksiya + larında
kraliçalarıma	kraliça + larıma
nəticədən	nəticə + dən
heteroseksüellerdiniz	heteroseksüel + lerdiniz
beyinlərimiz	beyin + lərimiz
ensiklopediyalarda	ensiklopediya + larda
kölgəmizə	kölgə + mizə
hüceyrəmdən	hüceyrə + mdən
yetişincə	yetiş + incə
ulduzu	ulduz + u
seslenmiyorduk	seslen + miyorduk
toplumun	toplum + un
bilmemiş	bil + memiş
çökerdin	çök + erdin
bekâr	bekâr
müzakirələrdən	müzakirə + lərdən
dəyirmanlardan	dəyirman + lardan
tanışmalıymışsın	tanış + malıymışsın
köynəyin	köynə + yin
ananı	ana + nı
saydırmışmışsınız	saydır + mışmışsınız
ibresinin	ibre + sinin
lüğəti	lüğət + i
yoğurttan	yoğurt + tan
telaffuzdular	telaffuz + dular
matlasında	matla + sında
sınamalıydın	sına + malıydın
günəşlərdə	günəş + lərdə
kraliçan	kraliça + n
yemişinizə	yemiş + inizə
yedirtiyordum	yedirt + iyordum
gülünçleşmedim	gülünçleş + medim
otururam	otur + uram
izliyorum	izl + iyorum
vəftizdə	vəftiz + də
yaratmadan	yaratma + dan
kamertona	kamerton + a
tülkülərdə	tülkü + lərdə
dememeliyim	de + memeliyim
Stalin'in	Stalin + 'in
dağın	dağ + ın
bıçağınızın	bıçağ + ınızın
uzanmıştık	uzan + mıştık
Peres	Peres
incelenecek	incele + necek
oğlancılarınızın	oğlancı + larınızın
geyşalarımız	geyşa + larımız
fəlsəfələrdən	fəlsəfə + lərdən
fəaliyyətiniz	fəaliyyət + iniz
addan	ad + dan
bilyelermiş	bilye + lermiş
buynuzuma	buynuz + uma
imrendiler	imren + diler
oyalıyorduk	oyal + ıyorduk
namazlarımız	namaz + larımız
göstermeyecektim	göster + meyecektim
köpüyə	köpü + yə
bayılmamızdan	bayılma + mızdan
kölgələr	kölgə + lər
verildi	ver + ildi
odlardan	od + lardan
içgüdüler	içgüdü + ler
pilləkəndən	pilləkən + dən
öfkelendirdiler	öfkelendir + diler
kıymamışlar	kıy + mamışlar
kasidelerinizi	kaside + lerinizi
məktəbinin	məktəb + inin
