input	target
kansia	kansi + a
hidastellen	hidastell + en
kait	kait
taistelijoita	taistelij + oita
tarkennusta	tarkennus + ta
kansanäänestys	kansan + äänestys
lattiamatolle	lattia + matolle
kielteisen	kieltei + sen
luento	luento
jaksotettuna	jaksot + ettuna
joenvartta	joen + vartta
sopimuksessa	sopimu + ksessa
vihreän	vihreä + n
kukin	kukin
matkannut	matka + nnut
kuvaamassa	kuva + amassa
kuulevani	kuul + evani
toiseksi	toiseksi
5,7	5,7
ykkösestä	ykkö + sestä
euromaan	euro + maan
laivan	laiva + n
voisin	voi + sin
viritetty	virit + etty
kengät	ken + gät
hintaedellytysten	hinta + edellytysten
viimeisen	viimei + sen
huutavat	huuta + vat
puhdistettua	puhdist + ettua
valuuttajärjestelmän	valuutta + järjestelmän
kypsyessään	kypsy + essään
hoitotyöntekijä	hoito + työntekijä
turvaa	turva + a
Nasaretista	Nasaret + ista
viikonviikossaviikoksi	viikonviikossaviikoksi
avata	avata
kannalla	kan + nalla
Åkermanin	Åkerman + in
hiersi	hier + si
bloggaajille	bloggaaj + ille
mustaviirukipuaja	musta + viirukipuaja
junakohtauspaikka	juna + kohtauspaikka
koordinoimattomuutena	koordinoimattomuu + tena
Hollmingin	Hollming + in
Penttilää	Penttilä + ä
toimituksesta	toimitu + ksesta
vangitsi	vangi + tsi
puoltanut	puolta + nut
tunturisopulit	tunturi + sopulit
huuruun	huuru + un
ilmoittaneet	ilmoitta + neet
lain	la + in
vyyhdin	vyyh + din
khorepiskopos	khorepiskopos
etsiäkseen	etsiä + kseen
ylläpito	ylläpito
ihmisruuhkasta	ihmis + ruuhkasta
sopeutus	sopeutus
Saari	Saari
estämällä	estä + mällä
osa	osa
laadinnassa	laadin + nassa
alexandrinum	alexandrinum
lujan	luja + n
etsityin	etsit + yin
tärinä	tärinä
hävytöntä	hävytön + tä
tuoreita	tuore + ita
227,0	227,0
kalojen	kal + ojen
kelkkansa	kelkka + nsa
hohtavan	hohtava + n
siirtämään	siirtä + mään
puhaltelee	puhal + telee
4.29	4.29
Manchasta	Mancha + sta
Vermossa	Vermo + ssa
pihamaata	piha + maata
edistysaskel	edistys + askel
tutkimuskoordinaattori	tutkimus + koordinaattori
puolenpäivän	puol + enpäivän
taistelleen	taistell + een
hengailtiin	hengail + tiin
pudonneen	pudo + nneen
lieviin	liev + iin
XXXXXXX	XXXXXXX
ulko-ovelle	ulko + -ovelle
vahvistettavasta	vahvist + ettavasta
kuvatuilla	kuva + tuilla
hyödykseen	hyö + dykseen
Skrävelbådanilla	Skrävelbådan + illa
tekijänoikeuslainsäädännön	tekijän + oikeuslainsäädännön
edustajaa	edustaja + a
nuoruuden	nuoruu + den
kuljetusolosuhteiden	kuljetus + olosuhteiden
jännityskirjailija	jännitys + kirjailija
nauhoitettiin	nauhoit + ettiin
sekunnin	sekun + nin
kerryttää	kerryttää
keitin	keitin
punertava	punertava
kurssin	kurssi + n
nuijakuvan	nuija + kuvan
valvontalaitteet	valvonta + laitteet
merkkiä	merkki + ä
Sirviö	Sirviö
kävellä	kävellä
huomata	huomata
neljäsosa	neljä + sosa
kiistaton	kiistaton
upotetun	upot + etun
talouteen	talou + teen
Jensillä	Jens + illä
Hietaniemen	Hietaniem + en
tukea	tukea
prosenttiosuus	prosentti + osuus
johtamiseen	johtami + seen
kategoriassa	kategoria + ssa
istutettua	istut + ettua
tukemisen	tukemi + sen
kokoontumisvapaus	kokoontumis + vapaus
Ojajärvi	Ojajärvi
vahvistetaan	vahvist + etaan
rutiiniin	rutiini + in
maailmanlopun	maailman + lopun
torstaina	torstai + na
kivääri	kivääri
tutkin	tutki + n
opiskelu	opiskelu
niistääkseni	niistää + kseni
rintasyöpäseulonnalle	rinta + syöpäseulonnalle
suorittamiseen	suorittami + seen
epämääräisiä	epä + määräisiä
tavoitteessaan	tavoit + teessaan
Chrestuksen	Chrestu + ksen
valvontalaitteista	valvonta + laitteista
Mosku	Mosku
menettävät	menettä + vät
luentosalien	luento + salien
ajoneuvon	ajo + neuvon
tililleni	tili + lleni
rojahti	rojaht + i
Venäjä	Venäjä
Pohjois-Amerikka	Pohjois-Amerikka
fanaattisuus	fanaattisuus
tuijottavat	tuijotta + vat
itsekseni	itsekseni
altis	altis
tutkittuna	tutki + ttuna
luonnollisesti	luonnollisesti
korkeudessa	korkeu + dessa
ainoan	ainoa + n
siteiden	si + teiden
ryppyistä	ryppyi + stä
jommankumman	jom + mankumman
hallita	hallita
Kuoppamäki	Kuoppamäki
satsataan	satsata + an
polttaneen	poltta + neen
KHO	KHO
harvinaisuus	harvinaisuus
hyvähän	hyvä + hän
varatuomari	vara + tuomari
WSOP-voittaja	WSOP + -voittaja
hallitsemattomalta	hallitsemat + tomalta
Poor'sin	Poor's + in
vastaavia	vastaav + ia
Jupsu	Jupsu
aiheuttaneet	aiheutta + neet
jonkinlaisen	jonkinlai + sen
karkealta	karkea + lta
Irakissa	Irak + issa
siirryttiin	siir + ryttiin
kaukaa	kaukaa
vaatimattomampiin	vaatimat + tomampiin
työelämän	työ + elämän
naistansa	nai + stansa
kamaralla	kamara + lla
asemamme	asema + mme
markkinoitiin	markkinoi + tiin
viivyttelemättä	viivyt + telemättä
epätoivon	epä + toivon
hammaskariesta	hammas + kariesta
puolikas	puolikas
rekisteröinnit	rekisteröin + nit
mutasella	muta + sella
vyöhyke	vyöhyke
Markov	Markov
kumppania	kumppani + a
eväitään	evä + itään
Salernossa	Salerno + ssa
valmistellaan	valmistella + an
dollyn	dolly + n
heikkeni	heik + keni
puolueiden	puolue + iden
hengitti	hengitt + i
materian	materia + n
pelipaikkaa	peli + paikkaa
kriisejä	kriis + ejä
kaipuuta	kaipuu + ta
toimittajille	toimittaj + ille
kulttuuriasiainkeskus	kulttuuri + asiainkeskus
järjestäytyneet	järjestäyty + neet
vetäytymisaikataulua	vetäytymis + aikataulua
Einsteinin	Einstein + in
lähikuvassa	lähi + kuvassa
suojattu	suoja + ttu
soolouransa	soolo + uransa
lukion	lukio + n
kuningaskunnan	kuningas + kunnan
sammuttamalla	sammutta + malla
1–1	1–1
hämmentävää	hämmentä + vää
ensisijainen	ensisijainen
Shinhan	Shinhan
parantunu	parantu + nu
oppijat	oppija + t
natsismille	natsismi + lle
Lontoosta	Lontoo + sta
jomottaa	jomottaa
väliaikaisten	väli + aikaisten
mee	me + e
Pekulla	Peku + lla
kristittyjä	kristitty + jä
asuntokin	asunto + kin
Jokinen	Jokinen
virkosi	vir + kosi
kierrokselta	kierro + kselta
Green	Green
tulekaan	tul + ekaan
vastaavuutta	vastaavuu + tta
kotikylässään	koti + kylässään
musliminaisen	muslimi + naisen
olkiaan	olk + iaan
ihmiskauppaa	ihmis + kauppaa
turhaan	turhaan
lisäystä	lisäys + tä
lisävarmuutta	lisä + varmuutta
liittovaltio	liitto + valtio
ilmaisen	ilmai + sen
matkustajatiedot	matkustaja + tiedot
Timberlake	Timberlake
kättäni	kä + ttäni
vahinkotarkastajat	vahinko + tarkastajat
Twitterin	Twitter + in
coolimman	cool + imman
Virkkalaan	Virkkala + an
tiedotus	tiedotus
biotekniikan	bio + tekniikan
uusille	uusi + lle
sammalista	sammal + ista
toiveensa	toive + ensa
prosentista	prosent + ista
Gil-Roblesille	Gil-Robles + ille
Herrakerho	Herrakerho
parittelee	parit + telee
työpanoksemme	työ + panoksemme
kerroin	ker + roin
tieteelle	tie + teelle
taloyhtiön	talo + yhtiön
liioitella	liioitella
CE-merkinnästä	CE + -merkinnästä
koekaivauksia	koe + kaivauksia
avauslaskun	avaus + laskun
innostuivat	innostu + ivat
Boynen	Boyne + n
saattaen	saatta + en
tuoksu	tuoksu
Keski-Sulawesilla	Keski-Sulawesi + lla
marmorisia	marmori + sia
laiskuuttaan	laiskuu + ttaan
pelaten	pela + ten
Unkari	Unkari
oikeuksia	oikeu + ksia
äkillisestä	äkilli + sestä
onnettomuustiheyttä	onnettomuus + tiheyttä
aktiivisempia	aktiivi + sempia
Mikon	Mik + on
muutoksista	muuto + ksista
ensemble	ensemble
aamuinen	aamuinen
Centrumhets	Centrumhets
United	United
pääasiallisia	pää + asiallisia
kenttäretkeilyille	kenttä + retkeilyille
EY-tuomioistuimen	EY + -tuomioistuimen
kävisi	kä + visi
täydenkuun	täy + denkuun
tekemiselle	tekemi + selle
korokkeellakin	korok + keellakin
toppatakkiinsa	toppa + takkiinsa
retiisinpalasissa	retiisi + npalasissa
taisipa	tai + sipa
hermostunut	hermostu + nut
säkenöivintä	säkenöiv + intä
Ikealle	Ikea + lle
lottovoittajat	lotto + voittajat
vapautettiin	vapaut + ettiin
tästä	tä + stä
sienensukeltajien	sien + ensukeltajien
yksilöksi	yksilö + ksi
english	english
Joonas	Joonas
myönsi	myön + si
suunnittelijana	suunnittelija + na
vuoteena	vuo + teena
sijoittuessa	sijoittu + essa
torjuntaa	torjunta + a
suuntasi	suun + tasi
todistusta	todistus + ta
mini-lomalle	mini + -lomalle
pitsassa	pitsa + ssa
konstit	konsti + t
paisteltua	paistel + tua
vastuullisempaan	vastuulli + sempaan
opiskelijajäsentä	opiskelija + jäsentä
sormi	sormi
subjektiivisina	subjektiivi + sina
ryhdyttävä	ryh + dyttävä
Festeillä	Fest + eillä
katto	katto
ruikuttamaan	ruikutta + maan
radiopakinaa	radio + pakinaa
Yhdysvalloista	Yhdysvall + oista
aamupäivänä	aamu + päivänä
kuulkaa	kuulkaa
saunan	sauna + n
mietin	miet + in
17.3.	17.3.
mk	mk
jäljiltä	jäljiltä
maksetaan	maks + etaan
huomautettavaa	huomautettava + a
Ruotsinsalmi	Ruotsinsalmi
tappiollisena	tappiolli + sena
haluavan	halu + avan
moniarvoisuudesta	moniarvoisuu + desta
rajoittamisessa	rajoittami + sessa
kuole	kuol + e
pappeus	pappeus
summa	summa
Binderup	Binderup
lemahtavan	lemahta + van
toivesairaalan	toive + sairaalan
tajusi	taju + si
sosialistisesta	sosialisti + sesta
heti	heti
tuomme	tuo + mme
etujen	etu + jen
tuupertui	tuupertu + i
likainen	likainen
toteutuksen	toteutu + ksen
latvassa	latva + ssa
harmitti	harmitt + i
suhtaudun	suhtau + dun
kirjoitushetkelläkään	kirjoitus + hetkelläkään
nostavat	nosta + vat
seurassa	seura + ssa
tomaatteja	tomaatt + eja
nurmikkoon	nurmikko + on
harjoituskaudella	harjoitus + kaudella
Tapiolan	Tapiola + n
ajatella	ajatella
Tanhuan	Tanhua + n
kruunaa	kruuna + a
vähintäänkin	vähintään + kin
huomaamattomasti	huomaamattomasti
kevätkokouksessa	kevät + kokouksessa
fetisismin	fetisismi + n
allergioille	allergi + oille
propagandaan	propaganda + an
vahingonkorvauksiin	vahingon + korvauksiin
Helmin	Helmi + n
elinaikasi	elin + aikasi
nautiskelu	nautiskelu
Nereidopoliksesta	Nereidopoli + ksesta
tarjoamaa	tarjo + amaa
SLJY:n	SLJY + :n
pidetty	pi + detty
samankaltaisesta	samankaltai + sesta
summarum	summarum
koodattua	kooda + ttua
rajatylittävää	rajat + ylittävää
muotoja	muoto + ja
tekojaan	teko + jaan
naulasin	naula + sin
tanssijatar	tanssijatar
soveltuvaa	soveltu + vaa
etsimiset	etsimi + set
torpalle	torp + alle
oikeesti	oike + esti
kirnuun	kirnu + un
sellasta	sella + sta
valtakeskusta	valta + keskusta
muka	muka
elokuvia	elo + kuvia
vinoittain	vinoittain
nostettiin	nost + ettiin
hiipuvat	hiipu + vat
merkitys	merkitys
vuotisen	vuoti + sen
ostaneensa	osta + neensa
kynä	kynä
varusteensa	varuste + ensa
kehittyneemmissä	kehittyn + eemmissä
kulttuuri	kulttuuri
edistävä	edistä + vä
auringonkukan	auringon + kukan
alikulkusillankin	ali + kulkusillankin
päiviltä	päiv + iltä
sattuvien	sattu + vien
opintoihin	opinto + ihin
provinssi	provinssi
kutsumatta	kutsu + matta
hyvinvointivaltion	hyvin + vointivaltion
ekstaasiin	ekstaasi + in
minne	minne
osunut	osu + nut
korkoeron	korko + eron
muodossa	muo + dossa
työllistäminen	työllistäminen
useissa	use + issa
laiskuuteen	laiskuu + teen
kaappasivat	kaap + pasivat
Races	Races
kurtussa	kurt + ussa
ruokamellakoiden	ruoka + mellakoiden
biodieseliin	bio + dieseliin
kevättä	kevät + tä
villasukkia	villa + sukkia
nukkekodilla	nukke + kodilla
ydinosaamisohjelmaan	ydin + osaamisohjelmaan
räikeimpiä	räike + impiä
puusta	puu + sta
koululaisilla	koululai + silla
kulkunsa	kulku + nsa
mieleeni	miel + eeni
Sonet/Discophonin	Sonet/Discophon + in
osittain	osittain
valtionvelan	valtion + velan
mihinkin	mi + hinkin
katseensa	katse + ensa
soveltaen	sovelta + en
valmistamisessa	valmistami + sessa
ardet	arde + t
syyttömänä	syyt + tömänä
kirjava	kirjava
hyväkseni	hyväkseni
paikallislehti	paikallis + lehti
Tienshinhanin	Tienshinhan + in
kumottujen	kumo + ttujen
väärän	väärä + n
tanssittiin	tanssi + ttiin
viltistäni	vilt + istäni
al-Zaidia	al-Zaidi + a
luomme	luo + mme
hallintaohjelmistoja	hallinta + ohjelmistoja
vapaus	vapaus
opittava	op + ittava
esittelevän	esit + televän
merkityksellisiä	merkitykselli + siä
manipuloida	manipuloida
yksinkertaistamalla	yksinkertaista + malla
jäsenieni	jäsen + ieni
taloudellisista	taloudelli + sista
ihastutti	ihastutt + i
sijoittajan	sijoittaja + n
huoneessa	huone + essa
41–43	41–43
Roomaan	Rooma + an
kysyntä-	kysyntä + -
vastahakoisia	vasta + hakoisia
huomaatkaan	huoma + atkaan
lat.	lat + .
teltta	teltta
toteuttaa	toteuttaa
ryhmä	ryhmä
vastustajan	vastustaja + n
eläinlääkintäkomitean	eläin + lääkintäkomitean
torjuntana	torjunta + na
jättää	jättää
kansainvälinen	kansain + välinen
optimaalisesti	optimaalisesti
epänormaalin	epä + normaalin
rantautumispaikka	rantautumis + paikka
taivaan	taiva + an
harjoittaa	harjoittaa
Riki	Riki
leluilla	lelu + illa
Vammalan	Vammala + n
mekanismeja	mekanism + eja
juttelit	jut + telit
käytännöllisten	käytännölli + sten
viisaimmat	viisa + immat
what	what
kehaista	kehaista
lisääntymisenä	lisääntymi + senä
H&M:lle	H&M + :lle
salissa	sali + ssa
yhdessäolon	yhdessä + olon
pysähdy	pysäh + dy
surra	surra
60	60
lajeja	laj + eja
lähtemään	lähte + mään
villosa	villosa
väsytä	väsyt + ä
suhteista	suh + teista
tuoreimmista	tuore + immista
ihmemaa	ihme + maa
intomieliset	into + mieliset
typen	typ + en
convar.	convar.
kuljetuksiin	kuljetu + ksiin
puhelinmuistio	puhelin + muistio
myymästä	myy + mästä
liikaa	lii + kaa
riskinä	riski + nä
luotettuja	luotettu + ja
yläpuolelle	yläpuolelle
OAO	OAO
kahnaus	kahnaus
lääkekehityksen	lääke + kehityksen
maalarista	maalari + sta
lakkaisi	lak + kaisi
toimiluvat	toimi + luvat
jätkämiesten	jätkä + miesten
oikeudellisista	oikeudelli + sista
uhkaamista	uhkaami + sta
Kaukaluoto-nimi	Kaukaluoto + -nimi
lääkäriasemia	lääkäri + asemia
XPRS	XPRS
ookoo	ookoo
ikkuinoista	ikku + inoista
suuttimista	suut + timista
vakiintuessa	vakiintu + essa
lähestyvät	lähesty + vät
täysin	täysin
mustissa	mus + tissa
ovet	ov + et
englantia	englanti + a
paskat	paskat
maahanmuuttoa	maahan + muuttoa
prinssin	prinssi + n
874	874
lisääntyneestä	lisäänty + neestä
ammuskelija	ammuskelija
saavuttamisessa	saavuttami + sessa
hämäsi	hämä + si
penkkiriville	penkki + riville
hoitajan	hoitaja + n
tarkenisinkin	tar + kenisinkin
saatettujen	saat + ettujen
omituisuus	omituisuus
ilmoittaakseen	ilmoittaa + kseen
kipuja	kipu + ja
Poor'silta	Poor's + ilta
kasvavan	kasva + van
höystettyä	höyst + ettyä
viallinen	viallinen
Luostarinmäen	Luostarinmä + en
vastaanottojärjestelyistä	vastaanotto + järjestelyistä
tuomarien	tuomari + en
asettuessaan	asettu + essaan
Studiossa	Studio + ssa
markettien	marketti + en
tapahtuman	tapahtuma + n
velkaneuvojien	velka + neuvojien
omaavat	oma + avat
tarkastuskäynneistä	tarkastus + käynneistä
niemimaan	niemi + maan
sammutan	sammut + an
kruunun	kruunu + n
rajusti	rajusti
matkatavaroihinsa	matka + tavaroihinsa
ilmakuplan	ilma + kuplan
herroittelua	herroittelu + a
nakkisormetkin	nakki + sormetkin
tapauksena	tapau + ksena
purevan	pur + evan
unohdan	unoh + dan
ihmiset	ihmi + set
yksityistämiskampanja	yksityistämis + kampanja
Novgorodista	Novgorod + ista
mutkan	mutka + n
End	End
koulunkäytävillä	koulu + nkäytävillä
pidemmällä	pi + demmällä
Alexela-yhtiölle	Alexela + -yhtiölle
sallituista	sallit + uista
suuruisille	suurui + sille
Meerin	Meeri + n
ketterämpi	ketterä + mpi
ruoanlaitossa	ruoan + laitossa
D25	D25
läpimitaltaan	läpi + mitaltaan
kuume	kuume
muutamalle	muutama + lle
Por	Por
rappukäytävässä	rappu + käytävässä
kilpailuihin	kilpailu + ihin
sivut	sivu + t
oikeusjuttuja	oikeus + juttuja
turvallisuuden	turvallisuu + den
Plotinoksen	Plotino + ksen
lihaan	liha + an
tarkkaan	tarkkaan
myös	myös
halvinta	hal + vinta
tiedostonjako-ohjelmaa	tiedosto + njako-ohjelmaa
Dijon	Dijon
äskettäin	äskettäin
H&M:lta	H&M + :lta
epävarmuudet	epä + varmuudet
olemusta	olemus + ta
kilpailulta	kilpailu + lta
Nissanin	Nissan + in
itken	itke + n
Venäjällä	Venäjä + llä
lintujen	lintu + jen
Rod	Rod
perustamisen	perustami + sen
seläs	sel + äs
Turun	Tur + un
Street	Street
toiminnon	toimin + non
haaveilemisen	haaveilemi + sen
ensimmäisissä	ensimmäi + sissä
määrittelee	määrit + telee
havumetsissä	havu + metsissä
Etelä-Euroopassa	Etelä-Euroop + assa
Janican	Janica + n
muitakin	mu + itakin
seuraavia	seuraav + ia
salaattipöydän	salaatti + pöydän
punaisten	punai + sten
kiinnostunut	kiinnostu + nut
sitoutuminen	sitoutuminen
teksteihin	tekst + eihin
vaativampaa	vaativa + mpaa
NN:n	NN + :n
välisinä	väli + sinä
ikkunoihin	ikkun + oihin
mustikasta	mustik + asta
Hänninen	Hänninen
ruosteessa	ruoste + essa
neuvoi	neuvo + i
tippaakaan	tippaakaan
tuonnista	tuon + nista
UMP	UMP
bönde	bönde
hiuksianne	hiu + ksianne
työryhmä	työ + ryhmä
kompastumistaan	kompastumi + staan
mutaisissa	mutai + sissa
uskoasi	usko + asi
vetisessä	veti + sessä
presidentillä	president + illä
ainoasta	ainoa + sta
saamme	saa + mme
ylikorostamisella	yli + korostamisella
ruuhkasta	ruuhka + sta
nätti	nätti
palautuksen	palautu + ksen
pc	pc
talvisaikaan	talvis + aikaan
Rational	Rational
kokouksessa	kokou + ksessa
soveltamisaika	soveltamis + aika
tiukalla	tiuk + alla
kosmetiikkanäytteisiin	kosmetiikka + näytteisiin
tyyli	tyyli
liittyminen	liittyminen
majatalot	maja + talot
aloittanut	aloitta + nut
talossa	talo + ssa
neuvotteluja	neuvottelu + ja
SDP:tä	SDP + :tä
ulottuvuuden	ulottuvuu + den
tammikuussa	tammikuu + ssa
tammikuu	tammikuu
pyörii	pyöri + i
P2P	P2P
Severstal.-avto	Severstal.-avto
Business	Business
omenalohkot	omenalohko + t
ratkaisuja	ratkaisu + ja
toivovan	toivo + van
Hannoverin	Hannover + in
alarum-	alarum-
painoksessa	paino + ksessa
orjuudessa	orjuu + dessa
huolenaiheita	huolen + aiheita
Willemszoon	Willemszoon
leppäkerttuja	leppä + kerttuja
kirjoittaisin	kirjoitta + isin
Postenwaljvuoristo	Postenwalj + vuoristo
haluaisiko	halu + aisiko
neulasiin	neula + siin
saattamisen	saattami + sen
bittitaivaaseen	bitti + taivaaseen
362	362
hyviä	hyv + iä
oirekynnysarvoissa	oire + kynnysarvoissa
vähän	vähän
1920	1920
kehittämistarpeita	kehittämis + tarpeita
lähetystori	lähetys + tori
päätösvaltainen	päätös + valtainen
yhteiskunnasta	yhteis + kunnasta
teolla	teolla
luottoluokituksen	luotto + luokituksen
BBC:n	BBC + :n
luentosarja	luento + sarja
Novo	Novo
suolestaa	suolestaa
maun	ma + un
suunnaton	suunnaton
kuolen	kuol + en
tarinasta	tarina + sta
veljestään	vel + jestään
korot	kor + ot
menettämiseen	menettämi + seen
255	255
palkalla	palk + alla
Deutsche	Deutsche
naisellisuutta	naisellisuu + tta
tarkastajien	tarkastaj + ien
vetoa	veto + a
markkinointiin	markkinointi + in
silpputyöt	silppu + työt
luonnon	luon + non
kokemusta	kokemus + ta
iso	iso
elämänviivaa	elämän + viivaa
tavoitteellista	tavoitteelli + sta
asukokonaisuuteen	asu + kokonaisuuteen
perustamisvaiheen	perustamis + vaiheen
vastaanottamisesta	vastaanottami + sesta
raja	raja
1909-1917	1909-1917
käsirahan	käsi + rahan
Stockmannin	Stockmann + in
Playa	Playa
luentolehtiön	luento + lehtiön
Dionysos	Dionysos
huuleni	huul + eni
Watkins	Watkins
Hadeksen	Hade + ksen
siepatut	siepa + tut
romuttamolle	romuttamo + lle
avoimena	avoi + mena
komitea	komitea
opiskelijoista	opiskelij + oista
ykkösluokan	ykkös + luokan
improvisointiin	improvisointi + in
valmistunee	valmistu + nee
joulustressistä	joulu + stressistä
ilmoittaa	ilmoittaa
syvä	syvä
Redhawks	Redhawks
ilmaisun	ilmaisu + n
kauneutensa	kauneu + tensa
aula	aula
FIR-1:selle	FIR + -1:selle
typerille	typer + ille
elintarvikeyritykset	elin + tarvikeyritykset
soman	soma + n
paavi	paavi
metsämme	metsä + mme
takaa	ta + kaa
Encounter	Encounter
helpolla	help + olla
teot	te + ot
varmistettava	varmist + ettava
Määttästä	Määttä + stä
tunnusti	tunnust + i
suunnittelullaan	suunnittelu + llaan
Internetin-käyttäjä	Internet + in-käyttäjä
vahvistamisesta	vahvistami + sesta
siirretty	siir + retty
haju	haju
keikkuessaan	keikku + essaan
työnantaja-	työn + antaja-
turvallisen	turvalli + sen
luottoluokituslaitoksilla	luotto + luokituslaitoksilla
syytetyn	syytet + yn
vertailukelpoisia	vertailu + kelpoisia
perinteisen	perintei + sen
jälkkäriksi	jälkkäri + ksi
renkaita	ren + kaita
mattopommituksessa	matto + pommituksessa
Mikan	Mika + n
siirryn	siir + ryn
valaistus	valaistus
aloittamisen	aloittami + sen
rajasta	raja + sta
sydänosasto	sydän + osasto
muodostua	muodostua
mm	mm
rakentuvan	rakentu + van
imee	ime + e
tikittävät	tikittä + vät
jättimurtojen	jätti + murtojen
paprikaa	paprika + a
luottolaitokset	luotto + laitokset
velka	velka
Adriyatik	Adriyatik
takasi	ta + kasi
Tuukka	Tuukka
yläpäähän	ylä + päähän
huolettomasti	huolettomasti
valumaan	valu + maan
Etelä-Euroopasta	Etelä-Euroop + asta
halunnut	halu + nnut
suuni	suu + ni
