input	target
müzakirələrimin	müzakirə + lərimin
fəaliyyətdən	fəaliyyət + dən
çok	çok
qapılarda	qapı + larda
geodeziyadan	geodeziya + dan
kompüterlərdən	kompüter + lərdən
silah	silah
meyvələr	meyvə + lər
alətimdə	alət + imdə
bozbaşlarda	bozbaş + larda
müqayisədən	müqayisə + dən
qəlsəmələrin	qəlsəmə + lərin
baharı	bahar + ı
mələklərinə	mələk + lərinə
vazalarınızın	vaza + larınızın
milçəklər	milçək + lər
bacılara	bacı + lara
dələyə	dələ + yə
şkaf	şkaf
amfiteatrlarda	amfiteatr + larda
dolablardan	dolab + lardan
qulaqlarıma	qulaq + larıma
əqrəbdən	əqrəb + dən
dinlərdə	din + lərdə
qonşuya	qonşu + ya
sözlüyə	sözlü + yə
rənglədim	rənglə + dim
göbək	göbək
ereksiyamdan	ereksiya + mdan
alətini	alət + ini
beynimizi	bey + nimizi
bacım	bacı + m
süngülərimizdə	süngü + lərimizdə
alçaları	alça + ları
əqrəblərin	əqrəb + lərin
çərx	çərx
dinozavrdan	dinozavr + dan
hörümçəklərdə	hörümçək + lərdə
göydələndən	göydələn + dən
eləmədi	elə + mədi
səbəbin	səbəb + in
qardaşlarımız	qardaş + larımız
uşaqlıqlara	uşaqlıq + lara
alçalarından	alça + larından
qərənfili	qərənfil + i
dəvəquşları	dəvəquş + ları
sevgiləri	sevgi + ləri
beyni	bey + ni
mələyimdə	mələ + yimdə
güləcəksən	gül + əcəksən
tələbələriniz	tələbə + ləriniz
dalğamızı	dalğa + mızı
düşməni	düşmən + i
fəlsəfələrinizdən	fəlsəfə + lərinizdən
səviyyələr	səviyyə + lər
söbh	söbh
qurbağalardan	qurbağa + lardan
avqustları	avqust + ları
güləcəyəm	gül + əcəyəm
günəşə	günəş + ə
yemişlərimizi	yemiş + lərimizi
pomidorun	pomidor + un
təbiətin	təbiət + in
qəlbinə	qəlb + inə
gəmilərə	gəmi + lərə
tərcümələrin	tərcümə + lərin
fəlsəfəsindən	fəlsəfə + sindən
hüceyrələrimizdən	hüceyrə + lərimizdən
mitoxondrilər	mitoxondri + lər
psixoterapiyada	psixoterapiya + da
buynuzlarınıza	buynuz + larınıza
düşərgəyə	düşərgə + yə
zəlzələləri	zəlzələ + ləri
köynəklərinizə	köynək + lərinizə
danışanda	danış + anda
dirsəklərinizin	dirsək + lərinizin
tələbəmiz	tələbə + miz
süngümüzün	süngü + müzün
ereksiyandan	ereksiya + ndan
zəfəranların	zəfəran + ların
alçalarımızın	alça + larımızın
ərikləriniz	ərik + ləriniz
dirsəklərimdən	dirsək + lərimdən
biz	biz
alçadan	alça + dan
mizraba	mizrab + a
qonşuların	qonşu + ların
köməyim	kö + məyim
şahmatların	şahmat + ların
sözlüklərə	sözlük + lərə
sözlərdən	söz + lərdən
vəxtikən	vəxt + ikən
qəlbinizin	qəlb + inizin
gecədə	gecə + də
zəfərlərdən	zəfər + lərdən
bayquşlara	bayquş + lara
bıçaqlarınızdan	bıçaq + larınızdan
qərənfillərdən	qərənfil + lərdən
qızılgül	qızılgül
qulağımıza	qulağ + ımıza
dinozavrında	dinozavr + ında
zəlzələlərdə	zəlzələ + lərdə
respublikaları	respublika + ları
dırnaqlarımız	dırnaq + larımız
leşyeyəndən	leşyeyən + dən
fırtınalar	fırtına + lar
ereksiyalarını	ereksiya + larını
beyninizə	bey + ninizə
hörümçəklərimiz	hörümçək + lərimiz
hinduşkalar	hinduşka + lar
hörümçəyimizdə	hörümçə + yimizdə
geodeziyaların	geodeziya + ların
maşına	maşın + a
atlardan	at + lardan
bətərdi	bətər + di
hüceyrəni	hüceyrə + ni
məktəbimi	məktəb + imi
rənglədik	rənglə + dik
keçidə	keçi + də
mənzərələrimizdə	mənzərə + lərimizdə
onurğanı	onurğa + nı
bilmədim	bil + mədim
köməyimizi	kö + məyimizi
xərlər	xər + lər
boyaya	boya + ya
kəfgirlərimizin	kəfgir + lərimizin
köməklərinizdən	kömək + lərinizdən
sevgilərin	sevgi + lərin
alətlərinə	alət + lərinə
skripkalarda	skripka + larda
qəzadan	qəza + dan
xəzinəmizə	xəzinə + mizə
səviyyələri	səviyyə + ləri
müzakirələri	müzakirə + ləri
yəhudiyə	yəhudi + yə
dalğan	dalğa + n
onurğalarında	onurğa + larında
zoğlarda	zoğ + larda
minarələrin	minarə + lərin
köynəyin	köynə + yin
penisimiz	penis + imiz
qurbağalarda	qurbağa + larda
günəbaxanın	günəbaxan + ın
şahmatdan	şahmat + dan
ananız	ana + nız
tərcüməsini	tərcümə + sini
tüstülərdən	tüstü + lərdən
əriyinizi	əri + yinizi
ərdən	ər + dən
film	film
qərənfilləri	qərənfil + ləri
sarımsaqlara	sarımsaq + lara
motosikleti	motosiklet + i
alətlərimdən	alət + lərimdən
ürəklərin	ürək + lərin
qaçırlar	qaç + ırlar
köməklərdən	kömək + lərdən
süngülərindən	süngü + lərindən
məktəblərimizə	məktəb + lərimizə
bağbana	bağban + a
qardaşlarda	qardaş + larda
buynuzlarımız	buynuz + larımız
vazalarından	vaza + larından
matçdan	matç + dan
işığın	işığ + ın
texnologiyalara	texnologiya + lara
annadır	anna + dır
kaktusların	kaktus + ların
arxivimə	arxiv + imə
əqrəblərində	əqrəb + lərində
düşərgənin	düşərgə + nin
əqrəblərinizi	əqrəb + lərinizi
qardaşımıza	qardaş + ımıza
dilənçini	dilənçi + ni
kaktus	kaktus
gözlərimi	göz + lərimi
milçəyin	milçə + yin
dünyalarınızdan	dünya + larınızdan
qarışqaları	qarışqa + ları
dalğamız	dalğa + mız
abisi	abi + si
birliyə	birli + yə
zəlzələdə	zəlzələ + də
dalğama	dalğa + ma
sümüyə	sümü + yə
fəaliyyətimin	fəaliyyət + imin
özünüidarəetmə	özünüidarəetmə
mehraba	mehrab + a
portağala	portağal + a
xəritələri	xəritə + ləri
amfiteatrı	amfiteatr + ı
alçamızdan	alça + mızdan
şahmatlar	şahmat + lar
dırnağınız	dırnağ + ınız
balalaykanı	balalayka + nı
dalğıcın	dalğıc + ın
qardaşlarımın	qardaş + larımın
şirkət	şirkət
dinozavrımın	dinozavr + ımın
vazaların	vaza + ların
rahatlaşdırır	rahatlaş + dırır
əqrəbinizin	əqrəb + inizin
pilləkənlərdə	pilləkən + lərdə
tısbağalarda	tısbağa + larda
şaftalımızda	şaftalı + mızda
dalğalarını	dalğa + larını
vəziyyətini	vəziyyət + ini
bıçaqlar	bıçaq + lar
qəlbimizi	qəlb + imizi
hinduşkadan	hinduşka + dan
pişiyi	pişi + yi
ovçunu	ovçu + nu
dondurmaların	dondurma + ların
köynəklərimdən	köynək + lərimdən
dünyam	dünya + m
dilənçilərin	dilənçi + lərin
skripkalara	skripka + lara
göbəkdə	göbək + də
yetişibdir	yetiş + ibdir
milçəyi	milçə + yi
vazalarımızdan	vaza + larımızdan
köynəklərinizdən	köynək + lərinizdən
kəfgirləri	kəfgir + ləri
məktəbimizdə	məktəb + imizdə
rəhbərlərimə	rəhbər + lərimə
temperaturu	temperatur + u
gön	gön
göldən	göl + dən
baldızını	baldız + ını
xloroplastların	xloroplast + ların
quşların	quş + ların
rəhbərimizə	rəhbər + imizə
onurğaların	onurğa + ların
dilənçidən	dilənçi + dən
vəziyyətinizin	vəziyyət + inizin
otağın	otağ + ın
süzgəclərdən	süzgəc + lərdən
gümüşü	gümüş + ü
süddən	süd + dən
xəritələrimiz	xəritə + lərimiz
ereksiyalarıma	ereksiya + larıma
bozbaşların	bozbaş + ların
kraliçanızı	kraliça + nızı
bağırtı	bağırtı
kitabdır	kitab + dır
ilanları	ilan + ları
yağışları	yağış + ları
beyinlərində	beyin + lərində
mənzərələri	mənzərə + ləri
buzlarda	buz + larda
darçınlarda	darçın + larda
dırnaqlarımın	dırnaq + larımın
fəlsəfə	fəlsəfə
düşmanımız	düşman + ımız
canavarda	canavar + da
düşmandan	düşman + dan
skripkadan	skripka + dan
şamisenin	şamisen + in
oraqları	oraq + ları
kraliçamdan	kraliça + mdan
onurğaları	onurğa + ları
dünyamız	dünya + mız
pilləkəndə	pilləkən + də
sonları	son + ları
qoxularınıza	qoxu + larınıza
süngümüzdə	süngü + müzdə
pendir	pendir
namə	namə
əriklərə	ərik + lərə
təbiətdən	təbiət + dən
xloroplastlarda	xloroplast + larda
rəhbərlərimizi	rəhbər + lərimizi
sivilizasiyaya	sivilizasiya + ya
cücüdən	cücü + dən
müzakirələrimizin	müzakirə + lərimizin
məktəbimdən	məktəb + imdən
xəritəsini	xəritə + sini
dirsəyim	dirsə + yim
dondurmalar	dondurma + lar
yemişlərinizə	yemiş + lərinizə
kölgə	kölgə
tələbələrə	tələbə + lərə
kərtənkələlərin	kərtənkələ + lərin
bülbüllərin	bülbül + lərin
rəngləyəcəyəm	rənglə + yəcəyəm
sümüyünüzü	sümü + yünüzü
qulaqlar	qulaq + lar
dibçəklər	dibçək + lər
yaquarda	yaquar + da
köynəklərimizi	köynək + lərimizi
sərçədən	sərçə + dən
düşmənlərin	düşmən + lərin
müsabiqədən	müsabiqə + dən
xəstəlikləri	xəstəlik + ləri
inəkləri	inək + ləri
dizlər	diz + lər
kəfgirimə	kəfgir + imə
kraliçaların	kraliça + ların
bilmiş	bil + miş
oxumağı	oxu + mağı
səhifədə	səhifə + də
üzümdən	üzüm + dən
vazalarınız	vaza + larınız
bağırtılardan	bağırtı + lardan
bağırtıya	bağırtı + ya
təkamulları	təkamul + ları
gözünüzdən	göz + ünüzdən
çiyələyə	çiyələ + yə
qoxularımıza	qoxu + larımıza
sərçələrdən	sərçə + lərdən
kölgəndə	kölgə + ndə
gözlərindən	göz + lərindən
qoxularımdan	qoxu + larımdan
bayraqlar	bayraq + lar
dibçəyi	dibçə + yi
şaftalılara	şaftalı + lara
pianolarda	piano + larda
müqayisələrdə	müqayisə + lərdə
xalqanın	xalqa + nın
köynəklər	köynək + lər
oturacaqsan	otur + acaqsan
dırnağını	dırnağ + ını
xəritələrimi	xəritə + lərimi
kraliçamızda	kraliça + mızda
şahmata	şahmat + a
olmağı	ol + mağı
üzümlərdən	üzüm + lərdən
ulduzu	ulduz + u
fəaliyyətlərimizin	fəaliyyət + lərimizin
hüceyrələri	hüceyrə + ləri
bəbəyi	bəbə + yi
qoxum	qoxu + m
onurğalardan	onurğa + lardan
yardımları	yardım + ları
bozbaşdan	bozbaş + dan
tələbəsində	tələbə + sində
rəhbərlərimi	rəhbər + lərimi
dalğalarınızda	dalğa + larınızda
göbəkləri	göbək + ləri
xəzinələrdə	xəzinə + lərdə
siçanların	siçan + ların
kompüterlərin	kompüter + lərin
namazımda	namaz + ımda
at	at
yoldaşının	yoldaş + ının
hörümçəyindən	hörümçə + yindən
günü	gün + ü
qəlsəmələrdə	qəlsəmə + lərdə
dünyanızı	dünya + nızı
mahnı	mahnı
uşaqlıqdan	uşaqlıq + dan
qəlblər	qəlb + lər
quşu	quş + u
dənizdə	dəniz + də
respublika	respublika
tülpanda	tülpan + da
həftədə	həftə + də
xəzinələrdən	xəzinə + lərdən
mələklərimdə	mələk + lərimdə
dalğalarımda	dalğa + larımda
anasından	ana + sından
qaranquşların	qaranquş + ların
namazlarıma	namaz + larıma
dırnaqlarınızda	dırnaq + larınızda
tarixdən	tarix + dən
dinozavrımdan	dinozavr + ımdan
nəfəslər	nəfəs + lər
hörümçəklər	hörümçək + lər
müzakirən	müzakirə + n
xəritəmin	xəritə + min
cücüyə	cücü + yə
pişiklər	pişik + lər
mahnıdan	mahnı + dan
alçama	alça + ma
mismarlara	mismar + lara
dəvəquşlarının	dəvəquş + larının
süngüləri	süngü + ləri
arxivlərimizin	arxiv + lərimizin
sonların	son + ların
tərcüməsi	tərcümə + si
göyərçinlərdən	göyərçin + lərdən
məktəbinizdə	məktəb + inizdə
köməklərinə	kömək + lərinə
rəhbərlərinin	rəhbər + lərinin
bayrağın	bayrağ + ın
fahişədə	fahişə + də
avtomobildə	avtomobil + də
qulağımı	qulağ + ımı
qılınclardan	qılınc + lardan
uşaqlıqda	uşaqlıq + da
fəaliyyətimdən	fəaliyyət + imdən
vazanızdan	vaza + nızdan
qəlbimin	qəlb + imin
dirsəklərinizdən	dirsək + lərinizdən
Denizin	Deniz + in
kərgədanların	kərgədan + ların
geodeziyada	geodeziya + da
dünyaları	dünya + ları
rəhbərdə	rəhbər + də
məktəbinə	məktəb + inə
açarlar	açar + lar
pomidorlara	pomidor + lara
fleytaları	fleyta + ları
qəlblərimizdə	qəlb + lərimizdə
mehrab	mehrab
dalğamıza	dalğa + mıza
təsadüf	təsadüf
namazlarınızın	namaz + larınızın
ayda	ay + da
texnologiyanın	texnologiya + nın
dünyanın	dünya + nın
qəlblərimə	qəlb + lərimə
məktəbində	məktəb + ində
günəbaxan	günəbaxan
düşmanları	düşman + ları
şaftalılarımız	şaftalı + larımız
Mərasim	Mərasim
dayanacaqların	dayanacaq + ların
kraliçalarını	kraliça + larını
filmlərə	film + lərə
surəni	surə + ni
baldızlarımıza	baldız + larımıza
bayquşda	bayquş + da
kəlbətinlərdə	kəlbətin + lərdə
tərcümələri	tərcümə + ləri
respublikadan	respublika + dan
gözlərinizə	göz + lərinizə
ayları	ay + ları
dirsəklərdə	dirsək + lərdə
qatarlar	qatar + lar
yaxçıdı	yaxçı + dı
hörümçəklərimizə	hörümçək + lərimizə
alçalarımızda	alça + larımızda
hüceyrəmizdən	hüceyrə + mizdən
almazlardan	almaz + lardan
dondurmalardan	dondurma + lardan
ereksiyasının	ereksiya + sının
qoxularında	qoxu + larında
bıçaqlarımdan	bıçaq + larımdan
üzlərdən	üz + lərdən
alətlərinizin	alət + lərinizin
meymunu	meymun + u
fəqət	fəqət
delfində	delfin + də
dinlərdən	din + lərdən
kəpənəklərdə	kəpənək + lərdə
məktəbimizə	məktəb + imizə
beyinlərinizdə	beyin + lərinizdə
brilyanta	brilyant + a
qarışqalar	qarışqa + lar
etdirməliyik	et + dirməliyik
işıq	işıq
mənzərələrimi	mənzərə + lərimi
inəkdə	inək + də
köynəyindən	köynə + yindən
köməyimin	kö + məyimin
beynimdə	bey + nimdə
armudlar	armud + lar
matçlardan	matç + lardan
dağlar	dağ + lar
qırmız	qırmız
qalibiyyətdə	qalibiyyət + də
gəmilərin	gəmi + lərin
tilişkənin	tilişkə + nin
alətlərini	alət + lərini
dinozavrından	dinozavr + ından
ensiklopediyaları	ensiklopediya + ları
bürcdən	bürc + dən
alovda	alov + da
baldızınızı	baldız + ınızı
şamisenlərdən	şamisen + lərdən
kraliçasını	kraliça + sını
jurnalistdən	jurnalist + dən
dəyirmanın	dəyirman + ın
dəvəni	dəvə + ni
məktəblərimizi	məktəb + lərimizi
mənzərələrimiz	mənzərə + lərimiz
tələbələrinizdən	tələbə + lərinizdən
tələbəmizdən	tələbə + mizdən
axşamın	axşam + ın
ağladınız	ağla + dınız
ədəbiyyata	ədəbiyyat + a
silahın	silah + ın
mətbəxlərə	mətbəx + lərə
arxivlərimdən	arxiv + lərimdən
gülüşlərinizdə	gülüş + lərinizdə
otaqlarda	otaq + larda
buynuzundan	buynuz + undan
sivilizasiyada	sivilizasiya + da
hüceyrələrini	hüceyrə + lərini
baldızlardan	baldız + lardan
köpükləri	köpük + ləri
günbəzlərdən	günbəz + lərdən
kraliçamı	kraliça + mı
mətbəxə	mətbəx + ə
telfunda	telfun + da
bürcə	bürc + ə
sənin	sən + in
şahmatın	şahmat + ın
şkafları	şkaf + ları
qarğanı	qarğa + nı
bacımızda	bacı + mızda
dinozavrlarının	dinozavr + larının
dalğalarımızda	dalğa + larımızda
xəstəliklərdə	xəstəlik + lərdə
qaloşdan	qaloş + dan
gözlərimiz	göz + lərimiz
pilləkənin	pilləkən + in
daha	daha
qardaşının	qardaş + ının
yemişimdə	yemiş + imdə
tələbələrdən	tələbə + lərdən
gülüş	gülüş
göllərə	göl + lərə
açarım	açar + ım
ereksiyalarımızı	ereksiya + larımızı
çiyələk	çiyələk
ereksiyalarımda	ereksiya + larımda
tülpanları	tülpan + ları
gərək	gərək
osminoq	osminoq
qoxulara	qoxu + lara
getməmış	get + məmış
yemişimiz	yemiş + imiz
xəbərdə	xəbər + də
sona	son + a
yəhudilərə	yəhudi + lərə
uşaqlığımızın	uşaqlığ + ımızın
dirsəyimi	dirsə + yimi
dinlərin	din + lərin
kraliçalarına	kraliça + larına
geodeziyanı	geodeziya + nı
bardaqların	bardaq + ların
geyşaların	geyşa + ların
vəziyyətim	vəziyyət + im
hörümçəkdə	hörümçək + də
cümələr	cümə + lər
tələbəmə	tələbə + mə
uşaqlığınızdan	uşaqlığ + ınızdan
məktəblərimi	məktəb + lərimi
analarımızı	ana + larımızı
köməyinin	kö + məyinin
baltalardan	balta + lardan
kəfgirləriniz	kəfgir + ləriniz
üzün	üz + ün
göydələni	göydələn + i
xəzinələrimizin	xəzinə + lərimizin
dirsəyindən	dirsə + yindən
dünyalarımıza	dünya + larımıza
qurbağaya	qurbağa + ya
zəfəranı	zəfəran + ı
dinozavrlarımızdan	dinozavr + larımızdan
qardaşda	qardaş + da
dalğıc	dalğıc
kəfgirlərinin	kəfgir + lərinin
dilənçilər	dilənçi + lər
hüceyrələrimiz	hüceyrə + lərimiz
kraliçamın	kraliça + mın
yaquarlarda	yaquar + larda
sözləri	söz + ləri
sivilizasiyaların	sivilizasiya + ların
busədə	busə + də
sarımsaq	sarımsaq
xəbərdən	xəbər + dən
yemişini	yemiş + ini
əqrəbiniz	əqrəb + iniz
yarasalar	yarasa + lar
gülüşləri	gülüş + ləri
dəvəquşuna	dəvəquşu + na
qaçqınlarda	qaçqın + larda
kitaba	kitab + a
ağlayırsınız	ağla + yırsınız
yoldaşlar	yoldaş + lar
diqqətləri	diqqət + ləri
fəaliyyətimizə	fəaliyyət + imizə
istifadəçilərdə	istifadəçi + lərdə
qəlsəməni	qəlsəmə + ni
yardımlar	yardım + lar
düşmənim	düşmən + im
gözlərimizdə	göz + lərimizdə
portağalı	portağal + ı
onurğalarının	onurğa + larının
baldızlarınızın	baldız + larınızın
bacıma	bacı + ma
qatarlara	qatar + lara
düşmanlarıma	düşman + larıma
dəvəquşunu	dəvəquşu + nu
tülpana	tülpan + a
düşərgələrdən	düşərgə + lərdən
yuxlur	yux + lur
mələklərimin	mələk + lərimin
günbəzdən	günbəz + dən
xəncər	xəncər
meymuna	meymun + a
məktəblərində	məktəb + lərində
bozbaşlardan	bozbaş + lardan
rəhbərdən	rəhbər + dən
ereksiyam	ereksiya + m
qoxunuza	qoxu + nuza
süngümüzə	süngü + müzə
beyinlərimiz	beyin + lərimiz
rəhbər	rəhbər
xəzinəniz	xəzinə + niz
müzakirələrimə	müzakirə + lərimə
rəndədə	rəndə + də
arxivlərinizdən	arxiv + lərinizdən
düşməninizdə	düşmən + inizdə
kaktuslarda	kaktus + larda
kərpicdə	kərpic + də
təzyiqə	təzyiq + ə
yemişlərimizdən	yemiş + lərimizdən
için	için
hüceyrə	hüceyrə
dələləri	dələ + ləri
kraliçaları	kraliça + ları
bacılarında	bacı + larında
baldızımdan	baldız + ımdan
isimlərə	isim + lərə
eşşəkləri	eşşək + ləri
öndə	ön + də
mələkdə	mələk + də
kilsələrə	kilsə + lərə
göl	göl
öpüşlərə	öpüş + lərə
gözlərimdən	göz + lərimdən
iymiş	i + ymiş
əriklərimdən	ərik + lərimdən
gözlərin	göz + lərin
müzakirəsi	müzakirə + si
xəritəni	xəritə + ni
vəziyyətlərimiz	vəziyyət + lərimiz
mətbəxlərdən	mətbəx + lərdən
diqqətdən	diqqət + dən
bulaqdan	bulaq + dan
qazların	qaz + ların
kraliçalarımda	kraliça + larımda
köynəyinizə	köynə + yinizə
ayaqqabını	ayaqqabı + nı
bağırtıdan	bağırtı + dan
brilyantlar	brilyant + lar
mələklərdən	mələk + lərdən
əjdaha	əjdaha
qanların	qan + ların
motosiklet	motosiklet
yatmır	yat + mır
dırnaqda	dırnaq + da
yəhudini	yəhudi + ni
nəfəs	nəfəs
quşa	quş + a
şaftalılarınızda	şaftalı + larınızda
təyyarəni	təyyarə + ni
müzakirəyə	müzakirə + yə
buynuzlarımızda	buynuz + larımızda
arxivə	arxiv + ə
mələyimizdə	mələ + yimizdə
hörümçəklərinizdən	hörümçək + lərinizdən
narlardan	nar + lardan
şirkətə	şirkət + ə
arxivi	arxiv + i
şaftalınız	şaftalı + nız
qardaşlığın	qardaşlığ + ın
dinozavrını	dinozavr + ını
ovçular	ovçu + lar
qulaq	qulaq
siçan	siçan
pişiyə	pişi + yə
temperaturlarda	temperatur + larda
dünyalarımdan	dünya + larımdan
yağışa	yağış + a
təbiətə	təbiət + ə
portağallarda	portağal + larda
tısbağadan	tısbağa + dan
cücüləri	cücü + ləri
dodaqların	dodaq + ların
pişiklərin	pişik + lərin
qutar	qutar
fəaliyyətlərinizdən	fəaliyyət + lərinizdən
çalışdı	çalış + dı
filmlər	film + lər
onurğamda	onurğa + mda
əqrəblərdə	əqrəb + lərdə
qəlblərimin	qəlb + lərimin
qulağımın	qulağ + ımın
dalğalarımıza	dalğa + larımıza
qoxumda	qoxu + mda
qəlbimiz	qəlb + imiz
qadınları	qadın + ları
onurğalarını	onurğa + larını
fəaliyyətlərinizi	fəaliyyət + lərinizi
süpürgələr	süpürgə + lər
şənbədən	şənbə + dən
əriklərin	ərik + lərin
böyürtkən	böyürtkən
bıçaqda	bıçaq + da
peyğəmbərin	peyğəmbər + in
dinozavrımıza	dinozavr + ımıza
buzlar	buz + lar
sümüyümdə	sümü + yümdə
onurğalarımda	onurğa + larımda
ilandan	ilan + dan
narlarda	nar + larda
ereksiyalarının	ereksiya + larının
geyşalardan	geyşa + lardan
atı	at + ı
buynuzuna	buynuz + una
beyinlərindən	beyin + lərindən
önü	ön + ü
oxlara	ox + lara
eşşəkdə	eşşək + də
aləti	alət + i
dünyanızdan	dünya + nızdan
onurğanızın	onurğa + nızın
namazımızda	namaz + ımızda
anam	ana + m
qəlblərinizə	qəlb + lərinizə
gümüşlərdən	gümüş + lərdən
kərgədandan	kərgədan + dan
dırnaqlarımızdan	dırnaq + larımızdan
əqrəblərinizdə	əqrəb + lərinizdə
dolabın	dolab + ın
delfinin	delfin + in
texnologiyadan	texnologiya + dan
orağa	orağ + a
dolabda	dolab + da
boyalarda	boya + larda
ət	ət
dinozavrımı	dinozavr + ımı
vazalara	vaza + lara
kəpənəyi	kəpənə + yi
gəmini	gəmi + ni
məktəbim	məktəb + im
armudlara	armud + lara
bayquşların	bayquş + ların
vəziyyətlərinizdə	vəziyyət + lərinizdə
tələbələrimi	tələbə + lərimi
adlar	ad + lar
öpüşü	öpüş + ü
narlar	nar + lar
pay	pay
şkaflara	şkaf + lara
hörümçəyinin	hörümçə + yinin
dünyamızda	dünya + mızda
dayanacağı	dayanacağ + ı
busəyə	busə + yə
qalibiyyətlərin	qalibiyyət + lərin
əriklərindən	ərik + lərindən
süngülərimə	süngü + lərimə
tələbələrinə	tələbə + lərinə
kraliçalarımıza	kraliça + larımıza
fakültələrə	fakültə + lərə
tələbəmi	tələbə + mi
filmlərin	film + lərin
müzakirələrinizə	müzakirə + lərinizə
düşmanımda	düşman + ımda
beyinləri	beyin + ləri
köməklərə	kömək + lərə
vəziyyətin	vəziyyət + in
ürəkləri	ürək + ləri
qoxular	qoxu + lar
xəritəmdən	xəritə + mdən
düşmanımın	düşman + ımın
tarixlərə	tarix + lərə
amfiteatrlardan	amfiteatr + lardan
rəssamı	rəssam + ı
futbolçulara	futbolçu + lara
düşmanlarımın	düşman + larımın
hüceyrəsinə	hüceyrə + sinə
tərcümələrimdə	tərcümə + lərimdə
quyruqlardan	quyruq + lardan
nəticə	nəticə
dil	dil
rəngləyəcəyik	rənglə + yəcəyik
boyadan	boya + dan
bacılarımız	bacı + larımız
kitabxanadan	kitabxana + dan
paylara	pay + lara
buynuzun	buynuz + un
süngülərin	süngü + lərin
xəritələrimdə	xəritə + lərimdə
okeanları	okean + ları
kölgələriniz	kölgə + ləriniz
vəziyyəti	vəziyyət + i
göyərçinin	göyərçin + in
sümüklərimizin	sümük + lərimizin
namazlardan	namaz + lardan
fəlsəfəni	fəlsəfə + ni
gönü	gön + ü
bacısından	bacı + sından
qərənfil	qərənfil
bitkilərə	bitki + lərə
almaza	almaz + a
zoğlara	zoğ + lara
şaftalısından	şaftalı + sından
ağlayırsan	ağla + yırsan
ereksiyalarımızdan	ereksiya + larımızdan
fəaliyyətlərini	fəaliyyət + lərini
peyğəmbəri	peyğəmbər + i
cəsədə	cəsəd + ə
fırtınaya	fırtına + ya
ağlayıram	ağla + yıram
süpür	süpür
ağaclardan	ağac + lardan
ereksiyadan	ereksiya + dan
delfin	delfin
uşaqlığınıza	uşaqlığ + ınıza
bozbaş	bozbaş
dalğalarınıza	dalğa + larınıza
dünyanı	dünya + nı
badamların	badam + ların
rəhbərindən	rəhbər + indən
qardaşları	qardaş + ları
güləcəksiniz	gül + əcəksiniz
fəlsəfələrimdən	fəlsəfə + lərimdən
bayraqlara	bayraq + lara
kölgələrimizi	kölgə + lərimizi
rəssamın	rəssam + ın
texnologiyalar	texnologiya + lar
avtomobilləri	avtomobil + ləri
xəstəlikdə	xəstəlik + də
analarınızı	ana + larınızı
dinozavrınız	dinozavr + ınız
göndən	gön + dən
kilsədə	kilsə + də
tərcümədən	tərcümə + dən
günlər	gün + lər
gözümüzdə	göz + ümüzdə
oxdan	ox + dan
yaquardan	yaquar + dan
psixoterapiyalar	psixoterapiya + lar
Ordibeheşt	Ordibeheşt
dilənçilərdən	dilənçi + lərdən
günəşi	günəş + i
onurğanızı	onurğa + nızı
bıçaqlarından	bıçaq + larından
yazdı	yaz + dı
xəzinəmizi	xəzinə + mizi
tərcüməmizə	tərcümə + mizə
şahmatlara	şahmat + lara
xalqalarda	xalqa + larda
sonra	so + nra
bıçaqlarının	bıçaq + larının
kağızlardan	kağız + lardan
gülüşünü	gülüş + ünü
süngünü	süngü + nü
zoğların	zoğ + ların
çarpaz	çarpaz
şamisendən	şamisen + dən
qulaqlarımız	qulaq + larımız
alətlərimdə	alət + lərimdə
kaktuslar	kaktus + lar
inəyin	inə + yin
gülüşü	gülüş + ü
bacılarınıza	bacı + larınıza
tələbə	tələbə
şənbələri	şənbə + ləri
karpı	karp + ı
alətlərinizə	alət + lərinizə
motosikletlərin	motosiklet + lərin
əriyini	əri + yini
dalğıcda	dalğıc + da
həftənin	həftə + nin
süngülərimdə	süngü + lərimdə
ürəyi	ürə + yi
əjdəhaların	əjdəha + ların
köməyiniz	kö + məyiniz
yarasaya	yarasa + ya
şirkəti	şirkət + i
onurğalarına	onurğa + larına
inəklərin	inək + lərin
xəzinələrini	xəzinə + lərini
şaftalılarımızda	şaftalı + larımızda
futbolçulardan	futbolçu + lardan
namazlarından	namaz + larından
delfinə	delfin + ə
fəaliyyətlərimin	fəaliyyət + lərimin
gözlərdə	göz + lərdə
köməklərimizi	kömək + lərimizi
açarlarınızda	açar + larınızda
kraliçalarınızda	kraliça + larınızda
dəlilə	dəlil + ə
rəndəni	rəndə + ni
gülüşlərimdən	gülüş + lərimdən
süngüsünün	süngü + sünün
damcılar	damcı + lar
gülüşümdə	gülüş + ümdə
eşşəklərə	eşşək + lərə
kraliçası	kraliça + sı
nəfəsi	nəfəs + i
ereksiyamızdan	ereksiya + mızdan
kraliçalarım	kraliça + larım
bacılardan	bacı + lardan
buynuzunun	buynuz + unun
buynuzda	buynuz + da
kərpic	kərpic
alçalarım	alça + larım
ətlərdən	ət + lərdən
armudlarda	armud + larda
minarənin	minarə + nin
dünyalarımızda	dünya + larımızda
dirsəklərini	dirsək + lərini
axışda	axış + da
fleytadan	fleyta + dan
sümüklərimə	sümük + lərimə
ananızın	ana + nızın
xəritələrinizdən	xəritə + lərinizdən
fəlsəfələr	fəlsəfə + lər
